2024-6-19 0:25:22,15,SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,7998,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,7998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,6,Failed,More - Expected 5 / Actual 6,Items in Cart,SM-F7310ZYETGY,1,Passed,GP-FPF731HIBJW,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Failed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,Failed,90.24000000000001
2024-6-19 0:26:55,16,SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6998,Failed,Galaxy Credit,0,Passed,SKU Price in Cart,6998,Failed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,6,Passed,-,Items in Cart,SM-F7310ZEATGY,1,Passed,GP-FPF731HIBJW,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,Failed,99.2299999999999
2024-6-19 0:28:37,17,SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,9898,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9898,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Passed,Z-ITFITPW03,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,84.71000000000004
2024-6-19 0:30:4,18,SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.87999999999988
2024-6-19 0:30:40,19,TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,5488,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,5488,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-BX710PBEGWW,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,Z-ITFITEX43,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,Passed,88.6099999999999
2024-6-19 0:32:10,20,TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,7088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,7088,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-BX810PBEGWW,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,Failed,86.38000000000011
2024-6-19 0:33:38,21,TAB-02B,SM-X816BZAATGY,"Galaxy Tab S9+ (5G), 12GB+256, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.680000000000064
2024-6-19 0:34:12,22,TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,8688,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,8688,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,Passed,89.77999999999997
2024-6-19 0:35:44,23,NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,22980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,22980,Passed,Extra Trade-In Rebate,2500,Passed,SC Plus Price,1679,Passed,Premium Count,4,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-GAMEPASSULT3MMX,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,Passed,103.76999999999998
2024-6-19 0:37:30,24,NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",SKU Price,15480,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,15480,Passed,Extra Trade-In Rebate,2000,Passed,SC Plus Price,1679,Passed,Premium Count,3,Passed,-,Items in Cart,NP960QGK-KS3HK,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,95
2024-6-19 0:39:7,25,NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,14680,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,14680,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1679,Passed,Premium Count,3,Passed,-,Items in Cart,NP960XGK-KS5HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,96.43000000000006
2024-6-19 0:40:45,26,NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,13980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,13980,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1539,Passed,Premium Count,3,Failed,Less - Expected 5 / Actual 3,Items in Cart,NP940XGK-KS3HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,94.75999999999999
2024-6-19 0:42:22,27,NPC-05,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.830000000000155
2024-6-19 0:42:57,28,NPC-06,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",SKU Price,11980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,11980,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1049,Passed,Premium Count,2,Passed,-,Items in Cart,NP940XMA-KB1HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,92.92000000000007
2024-6-19 0:44:31,29,NPC-07,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,10580,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10580,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,1049,Passed,Premium Count,4,Failed,More - Expected 3 / Actual 4,Items in Cart,NP750QGK-KS1HK,1,Passed,Z-EE-P5400USEGWW,1,Failed,Z-EJ-M3400DBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,Failed,99.02000000000021
2024-6-19 0:46:13,30,NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,19785,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,19785,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,1679,Passed,Premium Count,2,Passed,-,Items in Cart,NP960XFH-XA2HK,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,92.44000000000005
