2024-6-18 0:28:6,15,SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,7198,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,7198,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,6,Passed,-,Items in Cart,SM-F7310ZYETGY,1,Passed,GP-FPF731HIBJW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,Passed,88.25000000000011
2024-6-18 0:29:37,16,SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6298,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,6298,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,6,Passed,-,Items in Cart,SM-F7310ZEATGY,1,Passed,GP-FPF731HIBJW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,Passed,90.26999999999998
2024-6-18 0:31:9,17,SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,9898,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9898,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,1,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,79.95000000000005
2024-6-18 0:32:31,18,SMP-14,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.439999999999827
2024-6-18 0:33:5,19,SMP-15,SM-S9110ZEGTGY,"Galaxy S23 [256], Cream (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.32999999999993
2024-6-18 0:33:39,20,SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.039999999999964
2024-6-18 0:34:12,21,SMP-17,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,3098,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,3098,Passed,Extra Trade-In Rebate,400,Passed,SC Plus Price,398,Passed,Premium Count,4,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-EF-ZA556CBEGWW,1,Passed,Z-ITFITPW08BE,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,Passed,87.04999999999995
2024-6-18 0:35:41,22,SMP-18,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.04000000000019
2024-6-18 0:36:17,23,SMP-19,SM-A2360LBWTGY,"Galaxy A23 5G, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.649999999999864
2024-6-18 0:36:54,24,SMP-20,SM-M346BDBPTGY,"Galaxy M34 5G, Dark Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.539999999999964
2024-6-18 0:37:31,25,SMP-21,SM-A146PZKDTGY,"Galaxy A14 5G, 4GB + 64GB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.98000000000002
2024-6-18 0:38:5,26,SMP-22,SM-A1560ZKGTGY,"Galaxy A15 5G, Blue Black",SKU Price,1598,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,1598,Passed,Extra Trade-In Rebate,100,Passed,SC Plus Price,398,Passed,Premium Count,1,Passed,-,Items in Cart,SM-A1560ZKGTGY,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,77.75999999999999
2024-6-18 0:39:26,27,SMP-23,SM-A2560ZKDTGY,"Galaxy A25 5G, Black",SKU Price,1998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,1998,Passed,Extra Trade-In Rebate,200,Passed,SC Plus Price,398,Passed,Premium Count,1,Passed,-,Items in Cart,SM-A2560ZKDTGY,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,78.93999999999983
2024-6-18 0:40:46,28,SMP-24,SM-R900NZAATGY,"Galaxy Watch5 40mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.569999999999936
2024-6-18 0:41:22,29,SMP-25,SM-R910NZAATGY,"Galaxy Watch5 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.33999999999992
2024-6-18 0:41:56,30,SMP-26,SM-R920NZTATGY,"Galaxy Watch5 Pro 45mm (BT), Gray Titanium",SKU Price,2158,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2158,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R920NZTATGY,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.539999999999964
2024-6-18 0:42:57,31,SMP-27,SM-R925FZKATGY,"Galaxy Watch5 Pro 45mm (LTE), Black Titanium",SKU Price,2398,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R925FZKATGY,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.99000000000001
2024-6-18 0:43:59,32,SMP-28,SM-R390NZAATGY,Galaxy Fit3,SKU Price,498,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,498,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,SM-R390NZAATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,58.49000000000001
2024-6-18 0:45:0,33,SMP-29,SM-R510NZAAASA,"Galaxy Buds2 Pro, Graphite",SKU Price,1198,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1198,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,SM-R510NZAAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,69.86999999999989
2024-6-18 0:46:11,34,SMP-30,SM-R930NZEATGY,"Galaxy Watch6 40mm (BT), Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.63000000000011
2024-6-18 0:46:50,35,SMP-31,SM-R935FZEATGY,"Galaxy Watch6 40mm (LTE), Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.58000000000038
2024-6-18 0:47:28,36,SMP-32,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.809999999999945
2024-6-18 0:48:5,37,SMP-33,SM-R945FZKATGY,"Galaxy Watch6 44mm (LTE), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.029999999999745
2024-6-18 0:48:41,38,SMP-34,SM-R950NZKATGY,"Galaxy Watch6 Classic 43mm (BT), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.039999999999964
2024-6-18 0:49:18,39,SMP-35,SM-R955FZKATGY,"Galaxy Watch6 Classic 43mm (LTE), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.809999999999945
2024-6-18 0:49:55,40,SMP-36,SM-R960NZKATGY,"Galaxy Watch6 Classic 47mm (BT), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.940000000000055
2024-6-18 0:50:32,41,SMP-37,SM-R965FZKATGY,"Galaxy Watch6 Classic 47mm (LTE), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.32999999999993
2024-6-18 0:51:8,42,SMP-38,SM-R400NZAATGY,Galaxy Buds FE,SKU Price,718,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,718,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,SM-R400NZAATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,63.429999999999836
2024-6-18 0:52:14,43,SMP-39,EI-T5600BBEGWW,SmartTag2,SKU Price,238,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,238,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,EI-T5600BBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.65000000000009
2024-6-18 0:53:21,44,TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,5488,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,5488,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-BX710PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-ITFITEX43,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,Passed,87.30999999999995
2024-6-18 0:54:51,45,TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,7088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,7088,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-BX810PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-ITFITEX43,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,Passed,82.17999999999984
2024-6-18 0:56:15,46,TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,8688,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,8688,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-EF-BX910PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-ITFITEX43,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,Passed,84.26000000000022
2024-6-18 0:57:42,47,TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,3088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,3088,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,5,Passed,-,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITCS9FEGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,Passed,83.34999999999991
2024-6-18 0:59:8,48,TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,4288,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,4288,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,5,Passed,-,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,Passed,85.15999999999985
2024-6-18 1:0:35,49,TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1588,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Passed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 1 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,Failed,134.71000000000004
2024-6-18 1:2:53,50,TAB-07,SM-X306BZGATGY,Galaxy Tab Active 5,SKU Price,4588,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4588,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,498,Passed,Premium Count,1,Passed,-,Items in Cart,SM-X306BZGATGY,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,86.06999999999971
2024-6-18 1:4:21,51,TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2288,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2288,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,298,Failed,Premium Count,3,Passed,-,Items in Cart,SM-P620NZAETGY,1,Passed,Z-ITFITBKCS6LGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,90.42000000000007
2024-6-18 1:5:56,52,TAB-09,SM-X900NZAETGY,"Galaxy Tab S8 Ultra WIFI, 12GB RAM + 256GB, Black",SKU Price,5812,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,5812,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,1098,Passed,Premium Count,1,Passed,-,Items in Cart,SM-X900NZAETGY,1,Passed,Z-EF-BX900PBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,91.30000000000018
2024-6-18 1:7:30,53,NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,22980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,22980,Passed,Extra Trade-In Rebate,2500,Passed,SC Plus Price,1679,Passed,Premium Count,5,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-XBOXCTRLGDSP,1,Passed,Z-GAMEPASSULT3MMX,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,Passed,103.19000000000005
2024-6-18 1:9:15,54,NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",SKU Price,15480,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,15480,Passed,Extra Trade-In Rebate,2000,Passed,SC Plus Price,1679,Passed,Premium Count,4,Passed,-,Items in Cart,NP960QGK-KS3HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,Passed,102.86999999999989
2024-6-18 1:11:0,55,NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,14680,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,14680,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1679,Passed,Premium Count,4,Passed,-,Items in Cart,NP960XGK-KS5HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,Passed,101.17000000000007
2024-6-18 1:12:44,56,NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,13980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,13980,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1539,Passed,Premium Count,4,Failed,More - Expected 3 / Actual 4,Items in Cart,NP940XGK-KS3HK,1,Passed,Z-EF-LPUN4PBEGWW,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,,,,Failed,103.92000000000007
2024-6-18 1:14:30,57,NPC-05,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.85999999999967
2024-6-18 1:15:7,58,NPC-06,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.710000000000036
2024-6-18 1:15:47,59,NPC-07,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,10580,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10580,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,1049,Passed,Premium Count,3,Passed,-,Items in Cart,NP750QGK-KS1HK,1,Passed,Z-EE-P5400USEGWW,1,Passed,Z-EJ-M3400DBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,111.65999999999985
2024-6-18 1:17:40,60,NPC-08,NP750XGK-KA3HK,"Galaxy Book4 15.6""/i7/16GB/512GB",SKU Price,7680,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7680,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,1049,Failed,Premium Count,1,Passed,-,Items in Cart,NP750XGK-KA3HK,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,95.67999999999984
2024-6-18 1:19:17,61,NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,19785,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Passed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 1 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,105.81999999999971
2024-6-18 1:21:6,62,NPC-10,NP965QFG-KA1HK,"Galaxy Book3 Pro 360, i7/16G/1TB/Shared/5G, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.090000000000146
2024-6-18 1:21:43,63,NPC-11,NP960XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/512G/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),38.48999999999978
2024-6-18 1:22:26,64,NPC-12,NP940XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/1TB/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),38.11999999999989
2024-6-18 1:23:7,65,NPC-13,NP750QFG-KB1HK,"Galaxy Book3 360, 15.6""/i5/16GB/512GB, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.75
2024-6-18 1:23:45,66,NPC-14,NP730QFG-KA3HK,"Galaxy Book3 360, 13.3""/i7/16GB/1TB/Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.3799999999992
2024-6-18 1:50:41,5,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,8998,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,93.07000000000001
2024-6-18 1:52:16,6,TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1588,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,1588,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,298,Passed,Premium Count,1,Passed,-,Items in Cart,SM-X210NDBATGY,1,Passed,Z-ITFITCA9PGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,94.13000000000001
2024-6-18 1:53:53,7,NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,19785,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Passed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 1 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,113.58000000000001
