2024-6-2 9:52:48,S-CTV24-11,QA65Q60DAJXZK,"65"" QLED Q60D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.569999999999993
2024-6-2 9:53:16,S-CTV24-12,QA55Q60DAJXZK,"55"" QLED Q60D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.890000000000043
2024-6-2 9:53:46,S-CTV24-13,QA77S95DAJXZK,"77"" OLED S95D",SKU Price,61582,Passed,Galaxy Credit,,,SKU Price in Cart,61582,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA77S95DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,Passed,86.25999999999999
2024-6-2 9:55:11,S-CTV24-14,QA65S95DAJXZK,"65"" OLED S95D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.70999999999998
2024-6-2 9:55:38,S-CTV24-15,QA55S95DAJXZK,"55"" OLED S95D",SKU Price,18462,Passed,Galaxy Credit,,,SKU Price in Cart,18462,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,QA55S95DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-CESPCOUPONS,10,Failed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Failed,79.95999999999998
2024-6-2 9:56:59,S-CTV24-16,QA83S90DAEXZK,"83"" OLED S90DAE",SKU Price,75222,Passed,Galaxy Credit,,,SKU Price in Cart,75222,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA83S90DAEXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,Passed,77.31
2024-6-2 9:58:18,S-CTV24-17,QA77S90DAEXZK,"77"" OLED S90DAE",SKU Price,47502,Passed,Galaxy Credit,,,SKU Price in Cart,47502,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA77S90DAEXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,Passed,80.5
2024-6-2 9:59:38,S-CTV24-18,QA65S90DAJXZK,"65"" OLED S90DA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.93999999999994
2024-6-2 10:0:5,S-CTV24-19,QA55S90DAJXZK,"55"" OLED S90DA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.399999999999977
2024-6-2 10:0:38,S-CTV24-20,QA48S90DAEXZK,"48"" OLED S90DAE",SKU Price,10982,Passed,Galaxy Credit,,,SKU Price in Cart,10982,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA48S90DAEXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.03999999999996
2024-6-2 10:1:52,S-CTV24-21,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",SKU Price,105582,Passed,Galaxy Credit,,,SKU Price in Cart,105582,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA85QN900DJXZK,1,Passed,Z-WMN-B30FB/RU,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,Passed,83.97000000000003
2024-6-2 10:4:16,S-CTV24-21,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",SKU Price,105582,Passed,Galaxy Credit,,,SKU Price in Cart,105582,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA85QN900DJXZK,1,Passed,Z-WMN-B30FB/RU,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,Passed,77.66999999999996
2024-6-2 10:6:35,S-CTV24-21,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",SKU Price,105582,Passed,Galaxy Credit,,,SKU Price in Cart,105582,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA85QN900DJXZK,1,Passed,Z-WMN-B30FB/RU,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,Passed,77.50999999999999
2024-6-2 10:7:57,S-CTV24-22,QA75QN900DJXZK,"75"" Neo QLED 8K QN900D",SKU Price,70382,Passed,Galaxy Credit,,,SKU Price in Cart,70382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75QN900DJXZK,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,83.40000000000009
2024-6-2 10:10:20,S-CTV24-22,QA75QN900DJXZK,"75"" Neo QLED 8K QN900D",SKU Price,70382,Passed,Galaxy Credit,,,SKU Price in Cart,70382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75QN900DJXZK,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,77.21000000000004
2024-6-2 10:11:40,S-CTV24-23,QA65QN900DJXZK,"65"" Neo QLED 8K QN900D",SKU Price,37822,Passed,Galaxy Credit,,,SKU Price in Cart,37822,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN900DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,69.82999999999993
2024-6-2 10:12:53,S-CTV24-24,QA75QN800DJXZK,"75"" Neo QLED 8K QN800D",SKU Price,64222,Passed,Galaxy Credit,,,SKU Price in Cart,64222,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75QN800DJXZK,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,80.29999999999995
2024-6-2 10:14:19,S-CTV24-25,QA65QN800DJXZK,"65"" Neo QLED 8K QN800D",SKU Price,32542,Passed,Galaxy Credit,,,SKU Price in Cart,32542,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN800DJXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,73.89999999999986
2024-6-2 10:15:35,S-CTV24-26,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,26382,Passed,Galaxy Credit,,,SKU Price in Cart,26382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,Passed,86.02999999999997
2024-6-2 10:17:0,S-CTV24-27,QA55QN95DAJXZK,"55"" Neo QLED 4K QN95D",SKU Price,18462,Passed,Galaxy Credit,,,SKU Price in Cart,18462,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA55QN95DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,71.8900000000001
2024-6-2 10:18:14,S-CTV24-28,QA98QN90DAJXZK,"98"" Neo QLED 4K QN90D",SKU Price,114382,Passed,Galaxy Credit,,,SKU Price in Cart,114382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA98QN90DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,Passed,86.40999999999985
2024-6-2 10:19:42,S-CTV24-29,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,15822,Passed,Galaxy Credit,,,SKU Price in Cart,15822,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-CESPCOUPONS,10,Failed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Failed,81.55999999999995
2024-6-2 10:21:5,S-CTV24-30,QA50QN90DAJXZK,"50"" Neo QLED 4K QN90D",SKU Price,12302,Passed,Galaxy Credit,,,SKU Price in Cart,12302,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA50QN90DAJXZK,1,Passed,Z-CESPCOUPONS,5,Failed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,71.5
2024-6-2 10:22:23,S-CTV24-31,QA43QN90DAJXZK,"43"" Neo QLED 4K QN90D",SKU Price,9222,Passed,Galaxy Credit,,,SKU Price in Cart,9222,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43QN90DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.04999999999973
2024-6-2 10:27:43,S-CTV24-32,QA65QN87DAJXZK,"65"" Neo QLED 4K QN87D",SKU Price,18462,Passed,Galaxy Credit,,,SKU Price in Cart,18462,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA65QN87DAJXZK,2,Passed,Z-HW-S800B/ZK,2,Passed,Z-UEFAEURO2024,2,Passed,Z-WMN-B16FB/XY,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,86.93
2024-6-2 10:29:13,S-CTV24-33,QA55QN87DAJXZK,"55"" Neo QLED 4K QN87D",SKU Price,13182,Passed,Galaxy Credit,,,SKU Price in Cart,13182,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,QA55QN87DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Failed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,Failed,82.97999999999999
2024-6-2 10:30:37,S-CTV24-34,QA55QN85DBJXZK,"55"" Neo QLED 4K QN85D",SKU Price,11422,Passed,Galaxy Credit,,,SKU Price in Cart,11422,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,QA55QN85DBJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Failed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,Failed,82.05999999999997
2024-6-2 10:31:59,S-CTV24-35,UA65DU8000JXZK,"65"" Crystal UHD DU8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.29000000000002
2024-6-2 10:32:28,S-CTV23-01,QA43LS05BBJXZK,"43"" The Sero LS05B 白色",SKU Price,10384,Passed,Galaxy Credit,,,SKU Price in Cart,10384,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43LS05BBJXZK,1,Passed,Z-VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.64999999999998
2024-6-2 10:33:34,S-CTV23-02,QA43LS05BAJXZK,"43"" The Sero LS05B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.519999999999982
2024-6-2 10:34:1,S-CTV23-03,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,5581,Passed,Galaxy Credit,,,SKU Price in Cart,5581,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,Z-VG-FBB3BA/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.15000000000003
2024-6-2 10:35:10,S-CTV23-04,QA32LS03CBJXZK,"32"" The Frame LS03C",SKU Price,4784,Passed,Galaxy Credit,,,SKU Price in Cart,4784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA32LS03CBJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.87000000000006
2024-6-2 10:37:17,S-CTV23-04,QA32LS03CBJXZK,"32"" The Frame LS03C",SKU Price,4784,Passed,Galaxy Credit,,,SKU Price in Cart,4784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA32LS03CBJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.64999999999998
2024-6-2 10:38:24,S-CTV23-05,QA50LS03BAJXZK,50” The Frame LS03B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.279999999999973
2024-6-2 10:38:51,S-CTV23-06,QA43LS03BAJXZK,43” The Frame LS03B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.460000000000036
2024-6-2 10:39:19,S-CTV23-07,QA98Q80CAJXZK,"98"" QLED 4K Q80C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.470000000000027
2024-6-2 10:39:46,S-CTV23-08,QA77S95CAJXZK,"77"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.17999999999995
2024-6-2 10:40:16,S-CTV23-09,QA98QN990CJXZK,"98"" Neo QLED 8K QN990C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.410000000000082
2024-6-2 10:40:43,S-CTV23-10,QA55QN95CAJXZK,"55"" Neo QLED 4K QN95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.120000000000005
2024-6-2 10:41:10,S-CTV23-11,QA55QN90CAJXZK,"55"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.039999999999964
2024-6-2 10:41:38,S-CTV23-12,QA43QN90CAJXZK,"43"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.34999999999991
2024-6-2 10:42:5,S-CTV23-13,QA65QN85CAJXZK,"65"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.100000000000023
2024-6-2 10:48:34,S-CTV23-14,QA55QN85CAJXZK,"55"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.11
2024-6-2 10:49:3,S-HTS-01,HW-LS60D/ZK,S-Series HW-LS60D Music Frame,SKU Price,3502,Passed,Galaxy Credit,,,SKU Price in Cart,3502,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-LS60D/ZK,1,Passed,Z-MUSICFRAMEPHOTOS,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.83999999999999
2024-6-2 10:50:12,Delisted,HW-Q600C/ZK,Q-series HW-Q600C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.05000000000001
2024-6-2 10:50:39,Delisted,HW-Q700C/ZK,Q-series HW-Q700C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.569999999999993
2024-6-2 10:51:9,S-HTS-04,HW-Q700D/ZK,Q-series Soundbar HW-Q700D,SKU Price,4590,Failed,Galaxy Credit,,,SKU Price in Cart,4590,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,0
2024-6-2 10:53:14,Delisted,HW-Q800C/ZK,Q-series HW-Q800C 5.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.30000000000001
2024-6-2 10:53:44,S-HTS-06,HW-Q800D/ZK,Q-series Soundbar HW-Q800D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.319999999999993
2024-6-2 10:54:19,Delisted,HW-Q930C/ZK,Q-series HW-Q930C 9.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),32.84000000000003
2024-6-2 10:54:53,S-HTS-08,HW-Q930D/ZK,Q-series Soundbar HW-Q930D,SKU Price,7031,Passed,Galaxy Credit,,,SKU Price in Cart,7031,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q930D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.06
2024-6-2 10:56:3,Delisted,HW-Q990C/ZK,Q-series HW-Q990C 11.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.629999999999995
2024-6-2 10:56:36,S-HTS-10,HW-Q990D/ZK,Q-series Soundbar HW-Q990D,SKU Price,9231,Passed,Galaxy Credit,,,SKU Price in Cart,9231,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q990D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69.94000000000005
2024-6-2 10:57:46,S-HTS-11,HW-S700D/ZK,S-Series HW-S700D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.589999999999918
2024-6-2 10:58:17,Delisted,HW-S800B/ZK,S-Series HW-S800B 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.56000000000006
2024-6-2 10:58:49,S-HTS-13,HW-S800D/ZK,S-Series HW-S800D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.200000000000045
2024-6-2 10:59:22,S-HTS-14,VG-SCFBS8BW/XY,Ultra Slim Soundbar Skin (Brown),SKU Price,790,Passed,Galaxy Credit,,,SKU Price in Cart,790,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69.02999999999997
2024-6-2 11:0:33,S-HTS-15,VG-SCFBS8TK/XY,Ultra Slim Soundbar Skin (Teak),SKU Price,790,Passed,Galaxy Credit,,,SKU Price in Cart,790,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8TK/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.53999999999996
2024-6-2 11:1:48,S-MON-01,LC34G55TWWCXXK,34” Odyssey G5 Curved Gaming Monitor (165Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.100000000000023
2024-6-2 11:2:18,S-MON-02,LS32A700NWCXXK,"32"" A700 UHD 4K Monitor",SKU Price,2064,Passed,Galaxy Credit,,,SKU Price in Cart,2064,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS32A700NWCXXK,1,Passed,Z-ITFITPW16BK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.5100000000001
