2024-5-21 21:43:48,CEHC-11,QA50QE1CAJXZK,"50"" QLED 4K QE1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),22.91999999999996
2024-5-21 21:44:12,CEHC-12,QA50Q80CAJXZK,"50"" QLED 4K Q80C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.31000000000006
2024-5-21 21:44:41,CEHC-13,QA50QN90CAJXZK,"50"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.550000000000068
2024-5-21 21:45:7,CEHC-14,QA55Q60CAJXZK,"55"" QLED 4K Q60C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.75999999999999
2024-5-21 21:45:32,CEHC-15,QA55Q70CAJXZK,"55"" QLED 4K Q70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.839999999999918
2024-5-21 21:45:59,CEHC-16,QA55QN85CAJXZK,"55"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.08000000000004
2024-5-21 21:46:24,CEHC-17,QA55QN90CAJXZK,"55"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.56000000000006
2024-5-21 21:46:50,CEHC-18,QA55QN95CAJXZK,"55"" Neo QLED 4K QN95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.91999999999996
2024-5-21 21:47:16,CEHC-19,QA55S90CAJXZK,"55"" OLED 4K S90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.57000000000005
2024-5-21 21:47:41,CEHC-20,QA55S95CAJXZK,"55"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.539999999999964
2024-5-21 21:48:7,CEHC-21,QA65LS03BAJXZK,65” The Frame LS03B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.50999999999999
2024-5-21 21:48:39,CEHC-22,QA65Q60CAJXZK,"65"" QLED 4K Q60C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.24000000000001
2024-5-21 21:49:5,CEHC-23,QA65QE1CAJXZK,"65"" QLED 4K QE1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.99000000000001
2024-5-21 21:49:31,CEHC-24,QA65Q70CAJXZK,"65"" QLED 4K Q70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.8599999999999
2024-5-21 21:49:57,CEHC-25,QA65QN85CAJXZK,"65"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.579999999999927
2024-5-21 21:50:23,CEHC-26,QA65QN900CJXZK,"65"" Neo QLED 8K QN900C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.99000000000001
2024-5-21 21:50:48,CEHC-27,QA65S90CAJXZK,"65"" OLED 4K S90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.370000000000005
2024-5-21 21:51:14,CEHC-28,QA65S95CAJXZK,"65"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.639999999999986
2024-5-21 21:51:39,CEHC-29,QA75LS03BAJXZK,75” The Frame LS03B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.42999999999995
2024-5-21 21:52:6,CEHC-30,QA75Q70CAJXZK,"75"" QLED 4K Q70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.09999999999991
2024-5-21 21:52:33,CEHC-31,QA75QN90CAJXZK,"75"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.00999999999999
2024-5-21 21:53:1,CEHC-32,QA77S90CAJXZK,"77"" OLED 4K S90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.950000000000045
2024-5-21 21:53:29,CEHC-33,QA77S95CAJXZK,"77"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.4699999999998
2024-5-21 21:53:56,CEHC-34,QA85Q70CAJXZK,"85"" QLED 4K Q70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.779999999999973
2024-5-21 21:54:21,CEHC-35,QA98Q80CAJXZK,"98"" QLED 4K Q80C",SKU Price,79980,Passed,,,,SKU Price in Cart,79980,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA98Q80CAJXZK,1,Passed,Z-HW-Q930C/ZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,124.84999999999991
2024-5-21 21:56:28,CEHC-36,QA98QN990CJXZK,"98"" Neo QLED 8K QN990C",SKU Price,279980,Passed,,,,SKU Price in Cart,279980,Passed,Trade-Up Discount,10000,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA98QN990CJXZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.090000000000146
2024-5-21 21:57:26,CEHC-37,UA32T5300AJXZK,"32"" T5300 FHD Smart TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.1400000000001
2024-5-21 21:57:53,CEHC-38,UA43CU7700JXZK,"43"" Crystal UHD CU7700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.90000000000009
2024-5-21 21:58:19,CEHC-39,UA43CU8100JXZK,"43"" Crystal UHD CU8100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.329999999999927
2024-5-21 21:58:45,CEHC-40,UA43CU8500JXZK,"43"" Crystal UHD CU8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.159999999999854
2024-5-21 21:59:11,CEHC-41,UA50CU7700JXZK,"50"" Crystal UHD CU7700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.529999999999973
2024-5-21 21:59:37,CEHC-42,UA50CU8100JXZK,"50"" Crystal UHD CU8100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.7800000000002
2024-5-21 22:0:2,CEHC-43,UA50CU8500JXZK,"50"" Crystal UHD CU8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.360000000000127
2024-5-21 22:0:28,CEHC-44,UA55CU8100JXZK,"55"" Crystal UHD CU8100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.580000000000155
2024-5-21 22:0:54,CEHC-45,UA55CU8500JXZK,"55"" Crystal UHD CU8500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.600000000000136
2024-5-21 22:1:20,CEHC-46,UA65CU8000JXZK,"65"" Crystal UHD CU8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.12000000000012
2024-5-21 22:1:46,CEHC-47,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,5980,Passed,,,,SKU Price in Cart,5980,Passed,Trade-Up Discount,100,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,Z-VG-FBB3BA/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.02999999999997
2024-5-21 22:2:48,CEHC-48,VG-SCFC32BWBXY,"32"" The Frame Modern Brown Bezel (2023)",SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32BWBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.19999999999982
2024-5-21 22:3:44,CEHC-49,VG-SCFC32TKBXY,"32"" The Frame Modern Teak Bezel (2023)",SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32TKBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.47000000000003
2024-5-21 22:4:44,CEHC-50,VG-SCFC32WTBXY,"32"" The Frame Modern White Bezel (2023)",SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32WTBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.799999999999955
2024-5-21 22:5:43,CEHC-51,VG-SCFC32SGMXY,"32"" The Frame Beveled Sand Gold Bezel (2023)",SKU Price,990,Passed,,,,SKU Price in Cart,990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.87000000000012
2024-5-21 22:6:47,CEHC-52,VG-SCFA43BEBRU,"43"" The Frame Modern Beige Wood Bezel",SKU Price,890,Passed,,,,SKU Price in Cart,890,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.39999999999986
2024-5-21 22:8:3,CEHC-53,VG-SCFA43BWBRU,"43"" The Frame Modern Brown Bezel",SKU Price,890,Passed,,,,SKU Price in Cart,890,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.31000000000017
2024-5-21 22:9:12,CEHC-54,VG-SCFA43TKBRU,"43"" The Frame Modern Teak Bezel",SKU Price,890,Passed,,,,SKU Price in Cart,890,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.22000000000025
2024-5-21 22:10:21,CEHC-55,VG-SCFA43WTBRU,"43"" The Frame Modern White Bezel",SKU Price,890,Passed,,,,SKU Price in Cart,890,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.42999999999984
2024-5-21 22:11:30,CEHC-56,VG-SCFC43SGMXY,"43"" The Frame Beveled Sand Gold Bezel",SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC43SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.92000000000007
2024-5-21 22:12:38,CEHC-57,VG-SCFA50BEBRU,"50"" The Frame Modern Beige Wood Bezel",SKU Price,990,Passed,,,,SKU Price in Cart,990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.69000000000005
2024-5-21 22:13:46,CEHC-58,VG-SCFA50BWBRU,"50"" The Frame Modern Brown Bezel",SKU Price,990,Passed,,,,SKU Price in Cart,990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,120.25
2024-5-21 22:15:47,CEHC-59,VG-SCFA50TKBRU,"50"" The Frame Modern Teak Bezel",SKU Price,990,Passed,,,,SKU Price in Cart,990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.51999999999998
2024-5-21 22:16:50,CEHC-60,VG-SCFA50WTBRU,"50"" The Frame Modern White Bezel",SKU Price,990,Passed,,,,SKU Price in Cart,990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.87000000000035
2024-5-21 22:18:2,CEHC-61,VG-SCFC50SGMXY,"50"" The Frame Beveled Sand Gold Bezel",SKU Price,1390,Passed,,,,SKU Price in Cart,1390,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC50SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69.56999999999971
2024-5-21 22:19:11,CEHC-62,VG-SCFA55BEBRU,"55"" The Frame Modern Beige Wood Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.60999999999967
2024-5-21 22:20:18,CEHC-63,VG-SCFA55BWBRU,"55"" The Frame Modern Brown Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.82000000000016
2024-5-21 22:21:26,CEHC-64,VG-SCFA55TKBRU,"55"" The Frame Modern Teak Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.11000000000013
2024-5-21 22:22:34,CEHC-65,VG-SCFA55TRCRU,"55"" The Frame Beveled Brick Red Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55TRCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.88000000000011
2024-5-21 22:23:40,CEHC-66,VG-SCFA55WTBRU,"55"" The Frame Modern White Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.88000000000011
2024-5-21 22:24:43,CEHC-67,VG-SCFA55WTCRU,"55"" The Frame Beveled White Bezel",SKU Price,1090,Passed,,,,SKU Price in Cart,1090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55WTCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.66000000000031
2024-5-21 22:25:48,CEHC-68,VG-SCFC55SGMXY,"55"" The Frame Beveled Sand Gold Bezel",SKU Price,1490,Passed,,,,SKU Price in Cart,1490,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC55SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,116.38999999999987
2024-5-21 22:27:46,CEHC-69,VG-SCFA65BEBRU,"65"" The Frame Modern Beige Wood Bezel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.460000000000036
2024-5-21 22:28:19,CEHC-70,VG-SCFA65BWBRU,"65"" The Frame Modern Brown Bezel",SKU Price,1190,Passed,,,,SKU Price in Cart,1190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.74000000000024
2024-5-21 22:29:26,CEHC-71,VG-SCFA65TKBRU,"65"" The Frame Modern Teak Bezel",SKU Price,1190,Passed,,,,SKU Price in Cart,1190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.100000000000364
2024-5-21 22:30:31,CEHC-72,VG-SCFA65TRCRU,"65"" The Frame Beveled Brick Red Bezel",SKU Price,1190,Passed,,,,SKU Price in Cart,1190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65TRCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.00999999999976
2024-5-21 22:31:36,CEHC-73,VG-SCFA65WTBRU,"65"" The Frame Modern White Bezel",SKU Price,1190,Passed,,,,SKU Price in Cart,1190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.0300000000002
2024-5-21 22:32:41,CEHC-74,VG-SCFA65WTCRU,"65"" The Frame Beveled White Bezel",SKU Price,1190,Passed,,,,SKU Price in Cart,1190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65WTCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.62000000000035
2024-5-21 22:33:48,CEHC-75,VG-SCFC65SGMXY,"65""The Frame Beveled Sand Gold Bezel",SKU Price,1590,Passed,,,,SKU Price in Cart,1590,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC65SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.86000000000013
2024-5-21 22:34:51,CEHC-76,VG-SCFA75BEBRU,"75"" The Frame Modern Beige Wood Bezel",SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61
2024-5-21 22:35:55,CEHC-77,VG-SCFA75BWBRU,"75"" The Frame Modern Brown Bezel",SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.76999999999998
2024-5-21 22:37:0,CEHC-78,VG-SCFA75TKBRU,"75"" The Frame Modern Teak Bezel",SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.51000000000022
2024-5-21 22:38:4,CEHC-79,VG-SCFA75WTBRU,"75"" The Frame Modern White Bezel",SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.879999999999654
2024-5-21 22:39:10,CEHC-80,VG-SCFC75SGMXY,"75"" The Frame Beveled Sand Gold Bezel",SKU Price,1690,Passed,,,,SKU Price in Cart,1690,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC75SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.75
2024-5-21 22:40:12,CEHC-81,VG-SCST43V/ZK,The Sero Wheel VG-SCST43V,SKU Price,690,Passed,,,,SKU Price in Cart,690,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.45000000000027
2024-5-21 22:41:17,CEHC-82,VG-SOCA05/RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.34999999999991
2024-5-21 22:41:50,CEHC-83,VG-SOCR15/ZA,One Invisible Connection Optical Cable (15 meters) VG-SOCR15/ZA,SKU Price,3680,Passed,,,,SKU Price in Cart,3680,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SOCR15/ZA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.19999999999982
2024-5-21 22:42:56,CEHC-84,WMN-B30FB/RU,Full Motion Slim Fit Wall Mount (WMN-B30FB),SKU Price,1990,Passed,,,,SKU Price in Cart,1990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B30FB/RU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.38000000000011
2024-5-21 22:44:1,CEHC-85,WMN-B50EB/RU,Slim Fit Wall Mount (WMN-B50EB),SKU Price,1290,Passed,,,,SKU Price in Cart,1290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B50EB/RU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.86999999999989
2024-5-21 22:45:6,CEHC-86,WMN-B05FB/XY,Full Motion Slim Fit Wall Mount WMN-B05FB (2023),SKU Price,1490,Passed,,,,SKU Price in Cart,1490,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.400000000000546
2024-5-21 22:46:9,CEHC-87,WMN-B16FB/XY,Full Motion Slim Wall Mount WMN-B16FB (2023),SKU Price,1690,Passed,,,,SKU Price in Cart,1690,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.25
