Benefits TC,,,,,526,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assigned,,Test Case,,,SKU,,,,,,,,,,,,,,,,Test results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester,,Model,,SKU or Base SKU,SKU,URL,Premium Count,Status,Trade-in,Galaxy Credits,Premium 1,Premium 2,Premium 3,Premium 4,Premium 5,Premium 6,Premium 7,Premium 8,No-trade-in,No-trade-in,SKU,Raw,HTMLify,Check Extra Premiums - Status,Check Extra Premiums - Status,,,,,,,,,,,,,,,,,,,,,,,,Checking Missing Premiums - Status,Reason of fail,Trade-in,,Galaxy Credit,,Premium 1,,Premium 2,,Premium 3,,Premium 4,,Premium 5,,Premium 6,,Premium 7,,Premium 8,,No trade-in,,No trade-in,,Other,,,Join,
Test,MX,"Galaxy S25 Ultra, 512GB+12GB, Titanium Pinkgold, exclusive",,"SM-S9380, 512GB",SM-S9380ZDGTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZDGTGY?R=20250213111307,1,Failed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Black",,"SM-S9380, 256GB",SM-S9380ZKDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZKDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Gray",,"SM-S9380, 256GB",SM-S9380ZTDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZTDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Silverblue",,"SM-S9380, 256GB",SM-S9380ZBDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZBDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Whitesilver",,"SM-S9380, 256GB",SM-S9380ZSDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZSDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Jetblack, exclusive",,"SM-S9380, 256GB",SM-S9380AKDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380AKDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Jadegreen, exclusive",,"SM-S9380, 256GB",SM-S9380ZGDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZGDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
,MX,"Galaxy S25 Ultra, 256GB+12GB, Titanium Pinkgold, exclusive",,"SM-S9380, 256GB",SM-S9380ZDDTGY,https://www.samsung.com/hk/smartphones/galaxy-s25-ultra/buy/?modelCode=SM-S9380ZDDTGY?R=20250213111307,1,Passed,700,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$700 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$700 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S25+, 512GB+12GB, Silver Shadow",,"SM-S9360, 512GB",SM-S9360ZSGTGY,https://www.samsung.com/hk/smartphones/galaxy-s25/buy/?modelCode=SM-S9360ZSGTGY?R=20250213111307,0,Failed,500,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$500 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$500 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S25+, 512GB+12GB, Icyblue",,"SM-S9360, 512GB",SM-S9360LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s25/buy/?modelCode=SM-S9360LBGTGY?R=20250213111307,0,Failed,500,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$500 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$500 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
Test,MX,"Galaxy S25+, 512GB+12GB, Navy",,"SM-S9360, 512GB",SM-S9360DBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s25/buy/?modelCode=SM-S9360DBGTGY?R=20250213111307,0,Failed,500,350,,,,,,,,,Z-EP-T4511XBEGGB-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 Trade-in,Failed,350 Galaxy Credit,Failed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,,Passed,T4511,Failed,,Passed,,Passed,,"<br><br><br><br><br><br><br><br>45W 旅行充電器 T4511<br>額外港幣$500 Trade-in回贈<br>送港幣$350 Galaxy Credit網上消費額<br>優惠期只至<br>👍消費滿HK$2,000 即可享高達36個月免息分期<br>&信用卡回贈【條款及細則】【優惠詳情】","
45W 旅行充電器 T4511
額外港幣$500 Trade-in回贈
送港幣$350 Galaxy Credit網上消費額
優惠期只至
👍消費滿HK$2,000 即可享高達36個月免息分期
&信用卡回贈【條款及細則】【優惠詳情】"
