2024-8-5 19:37:41,23,CTV-19,QA65S95DAJXZK,"65"" OLED S95D",SKU Price,27980,Passed,,,,SKU Price in Cart,27980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,6,Failed,More - Expected 4 / Actual 6,Items in Cart,QA75LS03DAJXZK,1,Failed,QA65S95DAJXZK,1,Passed,Z-HW-S801D/ZK,1,Failed,Z-QA32LS03CBJXZK,2,Passed,Z-VG-SCFC32SGMXY,2,Passed,Z-VG-SCFA75WTBRU,1,Failed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,Failed,97.63
2024-8-5 19:39:21,24,CTV-20,QA65S90DAJXZK,"65"" OLED S90DA",SKU Price,22980,Passed,,,,SKU Price in Cart,22980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,7,Failed,More - Expected 4 / Actual 7,Items in Cart,QA75LS03DAJXZK,1,Failed,QA65S90DAJXZK,1,Passed,Z-HW-S801D/ZK,1,Failed,Z-QA32LS03CBJXZK,2,Passed,Z-VG-SCFC32SGMXY,2,Passed,Z-VG-SCFA75WTBRU,1,Failed,Z-WMN-B05FB/XY,1,Passed,Z-SM-X210NZA-TV,1,Passed,,,,,,,,,,Failed,108.66000000000003
2024-8-5 19:41:15,25,CTV-21,QA65LS03DAJXZK,"65"" Lifestyle Frame LS03D",SKU Price,18980,Passed,,,,SKU Price in Cart,18980,Failed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 3 / Actual -1,Items in Cart,,,,,,,,,,Failed,99.00999999999999
2024-8-5 19:42:54,26,CTV-22,QA55S95DAJXZK,"55"" OLED S95D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,6,Failed,More - Expected 4 / Actual 6,Items in Cart,QA65LS03DAJXZK,1,Failed,QA55S95DAJXZK,1,Passed,Z-CESPCOUPONS,10,Passed,Z-VG-SCFA65WTB,1,Failed,Z-VG-SCFC32SGMXY,2,Passed,Z-QA32LS03CBJXZK,2,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,Failed,111.41999999999996
2024-8-5 19:46:29,20,CTV-16,QA77S95DAJXZK,"77"" OLED S95D",SKU Price,62980,Passed,,,,SKU Price in Cart,62980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA77S95DAJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,45.199999999999996
2024-8-5 19:47:16,21,CTV-17,QA77S90DAEXZK,"77"" OLED S90DAE",SKU Price,49980,Passed,,,,SKU Price in Cart,49980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA77S90DAEXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,66.17
2024-8-5 19:51:31,22,CTV-18,QA75LS03DAJXZK,"75"" Lifestyle Frame LS03D",SKU Price,44980,Passed,,,,SKU Price in Cart,44980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75LS03DAJXZK,1,Passed,Z-HW-S801D/ZK,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-VG-SCFA75WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,Passed,48.279999999999994
2024-8-5 19:52:22,23,CTV-19,QA65S95DAJXZK,"65"" OLED S95D",SKU Price,27980,Passed,,,,SKU Price in Cart,27980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA65S95DAJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,51.6
2024-8-5 19:53:17,24,CTV-20,QA65S90DAJXZK,"65"" OLED S90DA",SKU Price,22980,Passed,,,,SKU Price in Cart,22980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA65S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-SM-X210NZA-TV,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,Passed,50.28999999999999
2024-8-5 19:54:11,25,CTV-21,QA65LS03DAJXZK,"65"" Lifestyle Frame LS03D",SKU Price,18980,Passed,,,,SKU Price in Cart,18980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65LS03DAJXZK,1,Passed,Z-VG-SCFA65WTB,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,49.39999999999998
