CE Premiums,,B2C,,B2C Cart Link,ex.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Z-HW-Q700D/ZK,ZG-FREE1YRWAREXT,Z-HW-C450/ZK,Z-HW-S700D/ZK,ZG-FREE1YRWAREXT,Z-HW-C450/ZK,Z-WMN-B16FB/XY,Z-WMN8000SX/XY,Z-HW-Q700D/ZK,Z-WMN-B50EB/XY,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-HW-Q700D/ZK,Z-WMN-B05FB/XY,Z-HW-C450/ZK,ZG-SLIMFITINCL,Select free bezel on buy page,Select free bezel on buy page,Select free bezel on buy page,Select free bezel on buy page,Select free bezel on buy page,Z-HW-Q930D/ZK,Z-WMN-B30FB/RU,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,ZG-GALAXYTI2000,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,ZG-GALAXYTI2000,Z-WMN-B05FB/XY,ZG-GALAXYTI2000,ZG-GALAXYTI2000,Z-WMN8000SX/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,ZG-GALAXYTI2000,Z-WMN-B16FB/XY,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,ZG-GALAXYTI2000,Z-WMN-B05FB/XY,ZG-GALAXYTI2000,Z-WMN-B16FB/XY,Z-WMN-B16FB/XY,Z-WMN8000SX/XY,Z-HW-Q930D/ZK,Z-WMN-B30FB/RU,Z-HW-Q930D/ZK,Z-WMN-B16FB/XY,ZG-GALAXYTI2000,Z-WMN-B16FB/XY,Z-ITFITEX32,ZG-SOUNDBAR1YRWAREXT,Z-ITFITEX32,ZG-SOUNDBAR1YRWAREXT,Z-SM-A3660ZKGTGY-C,Z-SM-X210NZA-TV,Z-SM-X210NZA-TV,Z-SM-A3660ZKGTGY-C,Z-RAZERBASILISKV3,Z-RAZERBWV3T,Z-RAZERGOLIATHUSC,Z-TT248MON,Z-SM-A3660ZKGTGY-C,Z-SM-A3660ZKGTGY-C,Z-RAZERKAIRAPRO,Z-SM-A3660ZKGTGY-C,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-VS20C852CTN/SH-C,Z-VS20C852CTN/SH-C,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,RB34C7B4EAP/SH,RA-B23EUU12GM,RA-B23EBB12GM,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITAC15-C,Z-ITAC15-C,Z-ITFITAC05GN,Z-ITFITAC05GN,Z-ITFITAC05GN,Z-ITFITAC05GN,Z-ITAC15-C,Z-ITFITEX37,Z-ITFITAC05GN,Z-ITAC15-C,Z-ITAC15-C,Z-ITAC15-C,Z-ITAC15-C,Z-ITFITAC05GN,Z-ITFITAC05GN,Z-ITAC15-C,Z-ITFITEX37,Z-ITFITAC05GN,Z-ITFITAC05GN,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-ITAC15-C,Z-ITFITEX37,Z-VCA-ADB952,Z-VCA-TABA95,Z-VCA-SAPA95/VEU,Z-VCA-ADB952,Z-VCA-WBA95/GL,Z-VCA-SAPA95/VEU,Z-VCA-MTB90A/VT,Z-VCA-ADB952,Z-VCA-TABC97/GL,Z-VCA-SAK95K/GL,Z-VCA-ADB952,Z-VCA-SPW95/VT,Z-VCA-SPA95/GL,Z-VCA-SAK95K/GL,Z-VCA-ADB952,Z-VCA-SAK95K/GL
CEP-9,Z-HW-Q930D/ZK,1 x  Q-series Soundbar HW-Q930D,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA77S95DAJXZK&&products[0].quantity=1&&products[1].productCode=QA98QN990FJXZK&&products[1].quantity=1&&products[2].productCode=QA85QN990FJXZK&&products[2].quantity=1&&products[3].productCode=QA75QN990FJXZK&&products[3].quantity=1&&products[4].productCode=QA75QN900FJXZK&&products[4].quantity=1&&products[5].productCode=QA77S95FAJXZK&&products[5].quantity=1&&products[6].productCode=QA83S90FAEXZK&&products[6].quantity=1&&products[7].productCode=QA98QN90FAJXZK&&products[7].quantity=1&&products[8].productCode=QA83S85FAEXZK&&products[8].quantity=1&&products[9].productCode=QA100QN80FJXZK&&products[9].quantity=1&&products[10].productCode=QA85QN70FAJXZK&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,11,"QA77S95DAJXZK, QA98QN990FJXZK, QA85QN990FJXZK, QA75QN990FJXZK, QA75QN900FJXZK, QA77S95FAJXZK, QA83S90FAEXZK, QA98QN90FAJXZK, QA83S85FAEXZK, QA100QN80FJXZK, QA85QN70FAJXZK","
",,,,,,,,,,,QA77S95DAJXZK,QA98QN990FJXZK,QA85QN990FJXZK,QA75QN990FJXZK,QA75QN900FJXZK,QA77S95FAJXZK,QA83S90FAEXZK,QA98QN90FAJXZK,QA83S85FAEXZK,QA100QN80FJXZK,QA85QN70FAJXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-10,Z-WMN-B05FB/XY,1 x  Full Motion Slim Fit Wall Mount WMN-B05FB (2023),https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S90DAJXZK&&products[0].quantity=1&&products[1].productCode=QA65S90FAEXZK&&products[1].quantity=1&&products[2].productCode=QA65S85FAEXZK&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,3,"QA65S90DAJXZK, QA65S90FAEXZK, QA65S85FAEXZK","
",,,,,,,,,,,QA65S90DAJXZK,QA65S90FAEXZK,QA65S85FAEXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-11,ZG-SLIMFITINCL,1 x  Slim Fit Wall Mount included with The Frame,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA32LS03CBJXZK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,QA32LS03CBJXZK,"
",,,,,,,,,,,QA32LS03CBJXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-12,Select free bezel on buy page,1 x  Free Frame Bezel (non-gold),https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA43LS03FAJXZK&&products[0].quantity=1&&products[1].productCode=QA50LS03FAJXZK&&products[1].quantity=1&&products[2].productCode=QA55LS03FAJXZK&&products[2].quantity=1&&products[3].productCode=QA65LS03FWJXZK&&products[3].quantity=1&&products[4].productCode=QA75LS03FWJXZK&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,5,"QA43LS03FAJXZK, QA50LS03FAJXZK, QA55LS03FAJXZK, QA65LS03FWJXZK, QA75LS03FWJXZK","
",,,,,,,,,,,QA43LS03FAJXZK,QA50LS03FAJXZK,QA55LS03FAJXZK,QA65LS03FWJXZK,QA75LS03FWJXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-13,Z-WMN-B30FB/RU,1 x  Full Motion Slim Fit TV Wallmount with installation,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA85QN990FJXZK&&products[0].quantity=1&&products[1].productCode=QA85QN70FAJXZK&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,2,"QA85QN990FJXZK, QA85QN70FAJXZK","
",,,,,,,,,,,QA85QN990FJXZK,QA85QN70FAJXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-14,ZG-GALAXYTI2000,"1 x  HK$2,000 PARKnSHOP supermarket coupon from Samsung Galaxy mobile Trade In",https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=QA65S95FAJXZK&&products[0].quantity=1&&products[1].productCode=QA77S90FAEXZK&&products[1].quantity=1&&products[2].productCode=QA65S90FAEXZK&&products[2].quantity=1&&products[3].productCode=QA42S90FAEXZK&&products[3].quantity=1&&products[4].productCode=QA65QN90FAJXZK&&products[4].quantity=1&&products[5].productCode=QA77S85FAEXZK&&products[5].quantity=1&&products[6].productCode=QA65S85FAEXZK&&products[6].quantity=1&&products[7].productCode=QA75QN70FAJXZK&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,8,"QA65S95FAJXZK, QA77S90FAEXZK, QA65S90FAEXZK, QA42S90FAEXZK, QA65QN90FAJXZK, QA77S85FAEXZK, QA65S85FAEXZK, QA75QN70FAJXZK","
",,,,,,,,,,,QA65S95FAJXZK,QA77S90FAEXZK,QA65S90FAEXZK,QA42S90FAEXZK,QA65QN90FAJXZK,QA77S85FAEXZK,QA65S85FAEXZK,QA75QN70FAJXZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-15,Z-ITFITEX32,1 x  ITFIT Floor Speaker Stands,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=HW-Q990D/ZK&&products[0].quantity=1&&products[1].productCode=HW-Q930D/ZK&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,2,"HW-Q990D/ZK, HW-Q930D/ZK","
",,,,,,,,,,,HW-Q990D/ZK,HW-Q930D/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-16,ZG-SOUNDBAR1YRWAREXT,1 x  Free 1-year Warranty Extension Offer (designated Soundbar models),https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=HW-Q990D/ZK&&products[0].quantity=1&&products[1].productCode=HW-Q930D/ZK&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,2,"HW-Q990D/ZK, HW-Q930D/ZK","
",,,,,,,,,,,HW-Q990D/ZK,HW-Q930D/ZK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-17,Z-SM-A3660ZKGTGY-C,1 x  Galaxy A36 5G (Awesome Black),https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS55CG970NCXXK&&products[0].quantity=1&&products[1].productCode=LS32DG802SCXXK&&products[1].quantity=1&&products[2].productCode=LS32FG816SCXXK&&products[2].quantity=1&&products[3].productCode=LS27FG816SCXXK&&products[3].quantity=1&&products[4].productCode=LS32FM902SCXXK&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,5,"LS55CG970NCXXK, LS32DG802SCXXK, LS32FG816SCXXK, LS27FG816SCXXK, LS32FM902SCXXK","
",,,,,,,,,,,LS55CG970NCXXK,LS32DG802SCXXK,LS32FG816SCXXK,LS27FG816SCXXK,LS32FM902SCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-18,Z-SM-X210NZA-TV,1 x  Galaxy Tab A9+ (Wi-Fi),https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS49DG952SCXXK&&products[0].quantity=1&&products[1].productCode=LS32DG802SCXXK&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,2,"LS49DG952SCXXK, LS32DG802SCXXK","
",,,,,,,,,,,LS49DG952SCXXK,LS32DG802SCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-19,Z-RAZERBASILISKV3,1 x  Razer Basilisk V3 Gaming Wired Mouse,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS27FG900XCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,LS27FG900XCXXK,"
",,,,,,,,,,,LS27FG900XCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-20,Z-RAZERBWV3T,1 x  Razer BlackWidow V3 Tenkeyless ,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS27FG900XCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,LS27FG900XCXXK,"
",,,,,,,,,,,LS27FG900XCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-21,Z-RAZERGOLIATHUSC,1 x  Razer Goliathus Chroma Mouse Mat  ,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS27FG900XCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,LS27FG900XCXXK,"
",,,,,,,,,,,LS27FG900XCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-22,Z-TT248MON,1 x  Thrustmaster T248 Steeling Wheel,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS49FG916ECXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,LS49FG916ECXXK,"
",,,,,,,,,,,LS49FG916ECXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-23,Z-RAZERKAIRAPRO,1 x  Razer Kaira Wireless Gaming Headset,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=LS27DG612SCXXK&&products[0].quantity=1&&products[1].productCode=&&products[1].quantity=1&&products[2].productCode=&&products[2].quantity=1&&products[3].productCode=&&products[3].quantity=1&&products[4].productCode=&&products[4].quantity=1&&products[5].productCode=&&products[5].quantity=1&&products[6].productCode=&&products[6].quantity=1&&products[7].productCode=&&products[7].quantity=1&&products[8].productCode=&&products[8].quantity=1&&products[9].productCode=&&products[9].quantity=1&&products[10].productCode=&&products[10].quantity=1&&products[11].productCode=&&products[11].quantity=1&&products[12].productCode=&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,1,LS27DG612SCXXK,"
",,,,,,,,,,,LS27DG612SCXXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-24,Z-ITAC15-C,1 x  BESPOKE AI Portable Stainless Cultery Set,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=RF48A4000B4/SH&&products[0].quantity=1&&products[1].productCode=RS62R5007M9/SH&&products[1].quantity=1&&products[2].productCode=RB34C675EB1/SH&&products[2].quantity=1&&products[3].productCode=RB34C675ES9/SH&&products[3].quantity=1&&products[4].productCode=F-RB34C7B4WW-AI&&products[4].quantity=1&&products[5].productCode=DF18CB8700CLSH&&products[5].quantity=1&&products[6].productCode=WA70M4000SW/SH&&products[6].quantity=1&&products[7].productCode=WA70M4200SW/SH&&products[7].quantity=1&&products[8].productCode=WA70M4400SS/SH&&products[8].quantity=1&&products[9].productCode=WD80T654DBE/SH&&products[9].quantity=1&&products[10].productCode=WW70T3020BW/SH&&products[10].quantity=1&&products[11].productCode=WW70T3020BS/SH&&products[11].quantity=1&&products[12].productCode=WW80T3040BW/SH&&products[12].quantity=1&&products[13].productCode=WW80T3040BS/SH&&products[12].quantity=1,Add to Cart,,20,"RF48A4000B4/SH, RS62R5007M9/SH, RB34C675EB1/SH, RB34C675ES9/SH, F-RB34C7B4WW-AI, DF18CB8700CLSH, WA70M4000SW/SH, WA70M4200SW/SH, WA70M4400SS/SH, WD80T654DBE/SH, WW70T3020BW/SH, WW70T3020BS/SH, WW80T3040BW/SH, WW80T3040BS/SH, WW80AG6L28BXSH, WD12DBLB84GDSH, WD90DG5G34BBSH, WD90DG5G34BESH, WD90DG6G94BBSH, WD90DG6G94BKSH","
",,,,,,,,,,,RF48A4000B4/SH,RS62R5007M9/SH,RB34C675EB1/SH,RB34C675ES9/SH,F-RB34C7B4WW-AI,DF18CB8700CLSH,WA70M4000SW/SH,WA70M4200SW/SH,WA70M4400SS/SH,WD80T654DBE/SH,WW70T3020BW/SH,WW70T3020BS/SH,WW80T3040BW/SH,WW80T3040BS/SH,WW80AG6L28BXSH,WD12DBLB84GDSH,WD90DG5G34BBSH,WD90DG5G34BESH,WD90DG6G94BBSH,WD90DG6G94BKSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEP-25,Z-ITFITEX37,1 x  ITFIT Rechargeable Electric Toothbrush,https://shop.samsung.com/hk/ng/p4v1/addToCart?products[0].productCode=RF48A4000B4/SH&&products[0].quantity=1&&products[1].productCode=RS62R5007M9/SH&&products[1].quantity=1&&products[2].productCode=RB34C675EB1/SH&&products[2].quantity=1&&products[3].productCode=RB34C675ES9/SH&&products[3].quantity=1&&products[4].productCode=F-RB34C7B4WW-AI&&products[4].quantity=1&&products[5].productCode=DF18CB8700CLSH&&products[5].quantity=1&&products[6].productCode=WD80T654DBE/SH&&products[6].quantity=1&&products[7].productCode=WW80AG6L28BXSH&&products[7].quantity=1&&products[8].productCode=WD12DBLB84GDSH&&products[8].quantity=1&&products[9].productCode=WD90DG5G34BBSH&&products[9].quantity=1&&products[10].productCode=WD90DG5G34BESH&&products[10].quantity=1&&products[11].productCode=WD90DG6G94BBSH&&products[11].quantity=1&&products[12].productCode=WD90DG6G94BKSH&&products[12].quantity=1&&products[13].productCode=&&products[12].quantity=1,Add to Cart,,13,"RF48A4000B4/SH, RS62R5007M9/SH, RB34C675EB1/SH, RB34C675ES9/SH, F-RB34C7B4WW-AI, DF18CB8700CLSH, WD80T654DBE/SH, WW80AG6L28BXSH, WD12DBLB84GDSH, WD90DG5G34BBSH, WD90DG5G34BESH, WD90DG6G94BBSH, WD90DG6G94BKSH","
",,,,,,,,,,,RF48A4000B4/SH,RS62R5007M9/SH,RB34C675EB1/SH,RB34C675ES9/SH,F-RB34C7B4WW-AI,DF18CB8700CLSH,WD80T654DBE/SH,WW80AG6L28BXSH,WD12DBLB84GDSH,WD90DG5G34BBSH,WD90DG5G34BESH,WD90DG6G94BBSH,WD90DG6G94BKSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
