2024-5-18 0:30:50,EUS-27,HW-S800D/ZK,S-Series HW-S800D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),80.48
2024-5-18 0:32:17,EUS-26,HW-LS60D/ZK,S-Series HW-LS60D Music Frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),79.21999999999998
2024-5-18 1:31:29,EUS-06,QA55QN87DAJXZK,"55"" Neo QLED 4K QN87D",SKU Price,13182,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,13182,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55QN87DAJXZK,1,Passed,Z-UEFAEURO2024,1,Failed,Z-HW-S800B/ZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,133.5
2024-5-18 1:33:50,EUS-05,QA55QN85DBJXZK,"55"" Neo QLED 4K QN85D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),60.30000000000007
2024-5-18 1:34:51,EUS-04,QA55LS03DAJXZK,"55"" Lifestyle Frame LS03D",SKU Price,13182,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,13182,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA55LS03DAJXZK,1,Passed,Z-HW-S801B/ZK,1,Passed,Z-VG-SCFA55WTBRU,1,Passed,Z-ARTSTORE12MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,144.90999999999997
2024-5-18 1:37:23,EUS-03,QA50QN90DAJXZK,"50"" Neo QLED 4K QN90D",SKU Price,12302,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,12302,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA50QN90DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,107.1400000000001
2024-5-18 1:39:15,EUS-02,QA48S90DAEXZK,"48"" OLED S90DAE",SKU Price,10982,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10982,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA48S90DAEXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,126.52999999999997
2024-5-18 1:41:24,EUS-01,QA43QN90DAJXZK,"43"" Neo QLED 4K QN90D",SKU Price,9222,Failed,Galaxy Credit,0,Passed,SKU Price in Cart,9222,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43QN90DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,118.24000000000001
2024-5-18 1:43:28,,QA32LS03CBJXZK,"32"" The Frame LS03C",SKU Price,4784,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA32LS03CBJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,109.1400000000001
2024-5-18 1:45:23,,QA43LS01DAJXZK,"43"" Lifestyle Serif LS01D",SKU Price,8782,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8782,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 0 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,117.99000000000001
2024-5-18 1:47:26,,QA43LS03BAJXZK,43” The Frame LS03B,SKU Price,6384,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6384,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA43LS03BAJXZK,1,Passed,Z-VG-SCFC43SGMXY,1,Passed,Z-HW-S61B/ZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,153.06999999999994
2024-5-18 1:50:5,,QA43LS03DAJXZK,"43"" Lifestyle Frame LS03D",SKU Price,8782,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA43LS03DAJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFA43WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,146.22000000000003
2024-5-18 1:52:41,,QA43LS05BAJXZK,"43"" The Sero LS05B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),66.73000000000025
2024-5-18 1:53:52,,QA43LS05BBJXZK,"43"" The Sero LS05B 白色",SKU Price,10384,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10384,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43LS05BBJXZK,1,Passed,Z-VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,132.30000000000018
2024-5-18 1:56:10,,QA43QN90CAJXZK,"43"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),61.7199999999998
2024-5-18 1:57:12,,QA50LS03BAJXZK,50” The Frame LS03B,SKU Price,7984,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,QA50LS03BAJXZK,1,Passed,Z-HW-S61B/ZK,1,Passed,Z-VG-SCFC50SGMXY,1,Passed,Z-ARTSTORE6MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,138.22000000000025
2024-5-18 1:59:43,,QA50LS03DAJXZK,"50"" Lifestyle Frame LS03D",SKU Price,10542,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10542,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA50LS03DAJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFA50WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,172.11000000000013
2024-5-18 2:2:39,,QA50Q80DAJXZK,"50"" QLED Q80D",SKU Price,7462,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7462,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA50Q80DAJXZK,1,Passed,Z-HW-C450/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,172.11000000000013
2024-5-18 2:4:25,,QA55Q60DAJXZK,"55"" QLED Q60D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.81999999999971
2024-5-18 2:5:12,,QA55Q70DAJXZK,"55"" QLED Q70D",SKU Price,8782,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA55Q70DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,98.75999999999976
2024-5-18 2:7:0,,QA55QN85CAJXZK,"55"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),53.6899999999996
2024-5-18 2:7:52,,QA55QN90CAJXZK,"55"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.98000000000002
2024-5-18 2:8:44,,QA55QN95CAJXZK,"55"" Neo QLED 4K QN95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),40.070000000000164
2024-5-18 2:9:30,,QA65Q60DAJXZK,"65"" QLED Q60D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),43.26999999999998
2024-5-18 2:10:22,,QA65Q70DAJXZK,"65"" QLED Q70D",SKU Price,14942,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,14942,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65Q70DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,Z-HW-C450/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,101.82999999999993
2024-5-18 2:12:9,,QA65QN85CAJXZK,"65"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),52.720000000000255
2024-5-18 2:13:2,,QA75Q70DAJXZK,"75"" QLED Q70D",SKU Price,26382,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,26382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,QA75Q70DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,105.83999999999969
2024-5-18 2:14:57,,QA77S95CAJXZK,"77"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),47.65000000000009
2024-5-18 2:15:49,,QA98Q80CAJXZK,"98"" QLED 4K Q80C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),49.710000000000036
2024-5-18 2:16:40,,QA98QN990CJXZK,"98"" Neo QLED 8K QN990C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),43.51999999999998
2024-5-18 2:17:30,,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,4485,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4485,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,Z-VG-FBB3BA/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,111.11000000000013
2024-5-18 2:19:32,,UA65DU8000JXZK,"65"" Crystal UHD DU8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),54.059999999999945
2024-5-18 2:20:29,,HW-Q600C/ZK,Q-series HW-Q600C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),55.73999999999978
2024-5-18 2:21:28,,HW-Q700C/ZK,Q-series HW-Q700C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),50.2199999999998
2024-5-18 2:22:21,,HW-Q700D/ZK,Q-series Soundbar HW-Q700D,SKU Price,4039,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4039,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,115.67999999999984
2024-5-18 2:24:22,,HW-Q800C/ZK,Q-series HW-Q800C 5.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),54.36999999999989
2024-5-18 2:25:18,,HW-Q800D/ZK,Q-series Soundbar HW-Q800D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),51.11999999999989
2024-5-18 2:26:12,,HW-Q930C/ZK,Q-series HW-Q930C 9.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),50.65000000000009
2024-5-18 2:27:9,,HW-Q930D/ZK,Q-series Soundbar HW-Q930D,SKU Price,7031,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7031,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q930D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,119.72000000000025
2024-5-18 2:29:9,,HW-Q990C/ZK,Q-series HW-Q990C 11.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),50.3100000000004
2024-5-18 2:30:1,,HW-Q990D/ZK,Q-series Soundbar HW-Q990D,SKU Price,9231,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,9231,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q990D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,119.27999999999975
2024-5-18 2:32:10,,HW-S700D/ZK,S-Series HW-S700D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),53.850000000000364
2024-5-18 2:33:14,,HW-S800B/ZK,S-Series HW-S800B 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),52.61999999999989
2024-5-18 2:34:7,,VG-SCFBS8BW/XY,Ultra Slim Soundbar Skin (Brown),SKU Price,790,Failed,Galaxy Credit,0,Passed,SKU Price in Cart,790,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,118.22000000000025
2024-5-18 2:36:23,,VG-SCFBS8TK/XY,Ultra Slim Soundbar Skin (Teak),SKU Price,790,Failed,Galaxy Credit,0,Passed,SKU Price in Cart,790,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8TK/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,133.47999999999956
2024-5-18 2:38:37,,LC34G55TWWCXXK,34” Odyssey G5 Curved Gaming Monitor (165Hz),SKU Price,3390,Failed,Galaxy Credit,0,Passed,SKU Price in Cart,3390,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,LC34G55TWWCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,262.59000000000015
2024-5-18 2:43:2,,LS32A700NWCXXK,"32"" A700 UHD 4K Monitor",SKU Price,2064,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2064,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS32A700NWCXXK,1,Passed,Z-ITFITPW16BK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,266.6099999999997
2024-5-18 2:47:31,,LS32BG850NCXXK,32” Odyssey Neo G8 Mini-LED Curved Gaming Monitor (240Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),52.32999999999993
2024-5-18 2:48:32,,LS34BG850SCXXK,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",SKU Price,6704,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6704,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,LS34BG850SCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,265.9300000000003
2024-5-18 2:53:3,,LS49CG954SCXXK,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),57.67000000000007
2024-5-18 2:54:11,,LS55CG970NCXXK,"55"" Odyssey Ark 2<sup>nd</sup> Gen Curved Gaming Monitor (165Hz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),57.67000000000007
2024-5-18 2:55:11,,RB27N4050B1/SH,RB27N4050B1/SH 2 door refrigerator 257L Black Nickel,SKU Price,2952,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2952,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB27N4050B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,129.6899999999996
2024-5-18 2:57:22,,RB27N4050S8/SH,RB27N4050S8/SH 2 door refrigerator 257L Sliver,SKU Price,2872,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB27N4050S8/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,149.9300000000003
