2024-6-18 2:13:6,15,E-SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,6974,Passed,Galaxy Credit,,,SKU Price in Cart,6974,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-F7310ZYETGY,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-EP-P5400TWEGGB,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,Z-SM-R510NZAAASAMX,1,Failed,Z-EF-ZF731CTEGWW,1,Failed,,,,,,,,,,,,,,,,Failed,70.92999999999995
2024-6-18 2:14:21,16,E-SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6224,Passed,Galaxy Credit,,,SKU Price in Cart,6224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-F7310ZEATGY,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-EP-P5400TWEGGB,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,Z-SM-R510NZAAASAMX,1,Failed,Z-EF-ZF731CTEGWW,1,Failed,,,,,,,,,,,,,,,,Failed,0
2024-6-18 2:15:36,17,E-SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,8889,Passed,Galaxy Credit,,,SKU Price in Cart,8889,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Failed,Z-LS32C390EACXXK,1,Failed,Z-ITFITPW03,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,61.219999999999914
2024-6-18 2:16:42,18,E-SMP-14,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.66000000000008
2024-6-18 2:17:19,19,E-SMP-15,SM-S9110ZEGTGY,"Galaxy S23 [256], Cream (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),31.020000000000095
2024-6-18 2:17:53,20,E-SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.90000000000009
2024-6-18 2:18:30,21,E-SMP-17,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,2803,Passed,Galaxy Credit,,,SKU Price in Cart,2803,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-EB-P3400XUEGWW,1,Failed,Z-EF-ZA556CBEGWW,1,Failed,Z-ITFITPW08BE,1,Failed,Z-ITFITT10WE,1,Failed,,,,,,,,,,,,,,,,Failed,70.3599999999999
2024-6-18 2:19:43,22,E-SMP-18,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.100000000000136
2024-6-18 2:20:20,23,E-SMP-19,SM-A2360LBWTGY,"Galaxy A23 5G, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),37.42000000000007
2024-6-18 2:21:5,24,E-SMP-20,SM-M346BDBPTGY,"Galaxy M34 5G, Dark Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),37.450000000000045
2024-6-18 2:21:42,25,E-SMP-21,SM-A146PZKDTGY,"Galaxy A14 5G, 4GB + 64GB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.22000000000003
2024-6-18 2:22:18,26,E-SMP-22,SM-A1560ZKGTGY,"Galaxy A15 5G, Blue Black",SKU Price,1402,Passed,Galaxy Credit,,,SKU Price in Cart,1402,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-A1560ZKGTGY,1,Failed,Z-EB-P3400XUEGWW,1,Failed,Z-ITFITT10WE,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,60.960000000000036
2024-6-18 2:23:23,27,E-SMP-23,SM-A2560ZKDTGY,"Galaxy A25 5G, Black",SKU Price,1751,Passed,Galaxy Credit,,,SKU Price in Cart,1751,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-A2560ZKDTGY,1,Failed,Z-EB-P3400XUEGWW,1,Failed,Z-ITFITT10WE,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,64.97000000000003
2024-6-18 2:24:29,28,E-SMP-24,SM-R900NZAATGY,"Galaxy Watch5 40mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.15000000000009
2024-6-18 2:25:10,29,E-SMP-25,SM-R910NZAATGY,"Galaxy Watch5 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.799999999999955
2024-6-18 2:25:51,30,E-SMP-26,SM-R920NZTATGY,"Galaxy Watch5 Pro 45mm (BT), Gray Titanium",SKU Price,1799,Passed,Galaxy Credit,,,SKU Price in Cart,1799,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R920NZTATGY,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,60.8599999999999
2024-6-18 2:26:54,31,E-SMP-27,SM-R925FZKATGY,"Galaxy Watch5 Pro 45mm (LTE), Black Titanium",SKU Price,1999,Passed,Galaxy Credit,,,SKU Price in Cart,1999,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R925FZKATGY,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,59.940000000000055
2024-6-18 2:27:56,32,E-SMP-28,SM-R390NZAATGY,Galaxy Fit3,SKU Price,438,Passed,Galaxy Credit,,,SKU Price in Cart,438,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-R390NZAATGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,57.49000000000001
2024-6-18 2:28:57,33,E-SMP-29,SM-R510NZAAASA,"Galaxy Buds2 Pro, Graphite",SKU Price,1079,Passed,Galaxy Credit,,,SKU Price in Cart,1079,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R510NZAAASA,1,Failed,Z-ITFITEX27,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,63.49000000000001
2024-6-18 2:30:4,34,E-SMP-30,SM-R930NZEATGY,"Galaxy Watch6 40mm (BT), Gold",SKU Price,1559,Passed,Galaxy Credit,,,SKU Price in Cart,1559,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R930NZEATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,62.309999999999945
2024-6-18 2:31:10,35,E-SMP-31,SM-R935FZEATGY,"Galaxy Watch6 40mm (LTE), Gold",SKU Price,1799,Passed,Galaxy Credit,,,SKU Price in Cart,1799,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R935FZEATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,63.98000000000002
2024-6-18 2:32:17,36,E-SMP-32,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.74000000000001
2024-6-18 2:32:56,37,E-SMP-33,SM-R945FZKATGY,"Galaxy Watch6 44mm (LTE), Graphite",SKU Price,1919,Passed,Galaxy Credit,,,SKU Price in Cart,1919,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R945FZKATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,62.440000000000055
2024-6-18 2:34:1,38,E-SMP-34,SM-R950NZKATGY,"Galaxy Watch6 Classic 43mm (BT), Black",SKU Price,2379,Passed,Galaxy Credit,,,SKU Price in Cart,2379,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R950NZKATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,62.76999999999998
2024-6-18 2:35:5,39,E-SMP-35,SM-R955FZKATGY,"Galaxy Watch6 Classic 43mm (LTE), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),37.1099999999999
2024-6-18 2:35:47,40,E-SMP-36,SM-R960NZKATGY,"Galaxy Watch6 Classic 47mm (BT), Black",SKU Price,2519,Passed,Galaxy Credit,,,SKU Price in Cart,2519,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R960NZKATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.35999999999967
2024-6-18 2:36:54,41,E-SMP-37,SM-R965FZKATGY,"Galaxy Watch6 Classic 47mm (LTE), Black",SKU Price,2599,Passed,Galaxy Credit,,,SKU Price in Cart,2599,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R965FZKATGY,1,Failed,Z-ITFITPW28-M,1,Failed,Z-ITFITPW12,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,67.69000000000005
2024-6-18 2:38:4,42,E-SMP-38,SM-R400NZAATGY,Galaxy Buds FE,SKU Price,674,Passed,Galaxy Credit,,,SKU Price in Cart,674,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-R400NZAATGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,64
2024-6-18 2:39:11,43,E-SMP-39,EI-T5600BBEGWW,SmartTag2,SKU Price,238,Failed,Galaxy Credit,,,SKU Price in Cart,238,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,EI-T5600BBEGWW,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,66.55000000000018
2024-6-18 2:40:21,44,E-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4842,Passed,Galaxy Credit,,,SKU Price in Cart,4842,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X710NZAATGY,1,Failed,Z-EF-DX710UBEGWW,1,Failed,Z-EJ-B3400UBEGWW-M,1,Failed,Z-ITFITE01,1,Failed,Z-ITFITEX43,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,Failed,72.98000000000002
2024-6-18 2:41:38,45,E-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6074,Passed,Galaxy Credit,,,SKU Price in Cart,6074,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X810NZAATGY,1,Failed,Z-EF-DX810UBEGWW,1,Failed,Z-EJ-B3400UBEGWW-M,1,Failed,Z-ITFITE01,1,Failed,Z-ITFITEX43,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,Failed,76.28999999999996
2024-6-18 2:42:57,46,E-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,Galaxy Credit,,,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X910NZAATGY,1,Failed,Z-EF-DX910UBEGWW,1,Failed,Z-EJ-B3400UBEGWW-M,1,Failed,Z-ITFITE01,1,Failed,Z-ITFITEX43,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,Failed,71.07999999999993
2024-6-18 2:44:10,47,E-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2870,Passed,Galaxy Credit,,,SKU Price in Cart,2870,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X510NLGATGY,1,Failed,Z-ITFITCS9FEGY,1,Failed,Z-ITFITT10WE,1,Failed,Z-ITFITAC09,1,Failed,Z-ITFITEX41,1,Failed,Z-ITFITPW28-M,1,Failed,,,,,,,,,,,,,,,,Failed,70.22000000000025
2024-6-18 2:45:24,48,E-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3830,Passed,Galaxy Credit,,,SKU Price in Cart,3830,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-X610NLGATGY,1,Failed,Z-ITFITT10WE,1,Failed,Z-ITFITAC09,1,Failed,Z-ITFITEX41,1,Failed,Z-ITFITCS9FEPGY,1,Failed,Z-ITFITPW28-M,1,Failed,,,,,,,,,,,,,,,,Failed,69.26000000000022
2024-6-18 2:46:36,49,E-TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1430,Passed,Galaxy Credit,,,SKU Price in Cart,1430,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-X210NDBATGY,1,Failed,Z-ITFITCA9PGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,63.039999999999964
2024-6-18 2:47:39,50,E-TAB-07,SM-X306BZGATGY,Galaxy Tab Active 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.399999999999636
2024-6-18 2:48:21,51,E-TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2200,Passed,Galaxy Credit,,,SKU Price in Cart,2200,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-P620NZAETGY,1,Failed,Z-ITFITEX41,1,Failed,Z-ITFITAC09,1,Failed,Z-ITFITBKCS6LGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,Failed,66.26999999999998
2024-6-18 2:49:30,52,E-NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,19984,Passed,Galaxy Credit,,,SKU Price in Cart,19984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Failed,Z-ITFITEX43,1,Failed,Z-EF-LPUN6PBEGWW,1,Failed,Z-GAMEPASSULT3MMX,1,Failed,Z-XBOXCTRLGDSP,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,Failed,76.13000000000011
2024-6-18 2:50:49,53,E-NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",SKU Price,13584,Passed,Galaxy Credit,,,SKU Price in Cart,13584,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960QGK-KS3HK,1,Failed,Z-ITFITEX43,1,Failed,Z-OTH-M365MTH12HK,1,Failed,Z-EF-LPUN6PBEGWW,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,,,,Failed,71.32000000000016
2024-6-18 2:52:7,54,E-NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,12544,Passed,Galaxy Credit,,,SKU Price in Cart,12544,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960XGK-KS5HK,1,Failed,Z-ITFITEX43,1,Failed,Z-OTH-M365MTH12HK,1,Failed,Z-EF-LPUN6PBEGWW,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,,,,Failed,72.96000000000004
2024-6-18 2:53:20,55,E-NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,11984,Passed,Galaxy Credit,,,SKU Price in Cart,11984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP940XGK-KS3HK,1,Failed,Z-ITFITEX43,1,Failed,Z-OTH-M365MTH12HK,1,Failed,Z-EF-LPUN4PBEGWW,1,Failed,Z-EB-P4520XUEGWW-M,1,Failed,,,,,,,,,,,,,,,,,,,Failed,71.88000000000011
2024-6-18 2:54:35,56,E-NPC-05,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,9264,Passed,Galaxy Credit,,,SKU Price in Cart,9264,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP750QGK-KS1HK,1,Failed,Z-ITFITEX43,1,Failed,Z-EE-P5400USEGWW,1,Failed,Z-EJ-M3400DBEGWW,1,Failed,Z-SM-R400NZWATGY,1,Failed,,,,,,,,,,,,,,,,,,,Failed,73.32000000000016
2024-6-18 2:55:51,57,E-NPC-06,NP750XGK-KA3HK,"Galaxy Book4 15.6""/i7/16GB/512GB",SKU Price,6789,Passed,Galaxy Credit,,,SKU Price in Cart,6789,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP750XGK-KA3HK,1,Failed,Z-ITFITEX43,1,Failed,Z-SM-R400NZWATGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.71000000000004
2024-6-18 2:56:59,58,E-NPC-07,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",SKU Price,12918,Passed,Galaxy Credit,,,SKU Price in Cart,12918,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 1 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,68.11999999999989
2024-6-18 2:58:10,59,E-NPC-08,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",SKU Price,10542,Passed,Galaxy Credit,,,SKU Price in Cart,10542,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,NP940XMA-KB1HK,1,Failed,Z-SM-A1560ZKGTGY,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,60.51000000000022
2024-6-18 2:59:13,60,E-NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,17147,Passed,Galaxy Credit,,,SKU Price in Cart,17147,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP960XFH-XA2HK,1,Failed,Z-LS32C390EACXXK,1,Failed,Z-SM-R177NZWAASA,1,Failed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.11000000000013
2024-6-18 3:0:19,61,E-NPC-10,NP965QFG-KA1HK,"Galaxy Book3 Pro 360, i7/16G/1TB/Shared/5G, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),38.059999999999945
2024-6-18 3:1:4,62,E-NPC-11,NP960XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/512G/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.98999999999978
2024-6-18 3:1:45,63,E-NPC-12,NP940XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/1TB/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.42000000000007
2024-6-18 3:2:22,64,E-NPC-13,NP750QFG-KB1HK,"Galaxy Book3 360, 15.6""/i5/16GB/512GB, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.75999999999976
2024-6-18 3:3:0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.51999999999998
2024-6-18 3:3:37,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.51000000000022
2024-6-18 3:4:14,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.22999999999956
2024-6-18 3:4:51,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.19999999999982
2024-6-18 3:5:29,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.48000000000002
2024-6-18 3:6:7,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.89000000000033
