2024-5-18 0:39:30,,QA50LS03BAJXZK,50” The Frame LS03B,SKU Price,9980,Passed,,,,SKU Price in Cart,9980,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA50LS03BAJXZK,1,Passed,Z-HW-S61B/ZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC50SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,127.67999999999995
2024-5-18 0:41:38,,QA43QN90CAJXZK,"43"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),46.539999999999964
2024-5-18 0:42:30,,QA43LS05BBJXZK,"43"" The Sero LS05B 白色",SKU Price,12980,Passed,,,,SKU Price in Cart,12980,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43LS05BBJXZK,1,Passed,Z-VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,107.97000000000003
2024-5-18 0:44:21,,QA43LS05BAJXZK,"43"" The Sero LS05B",SKU Price,12980,Passed,,,,SKU Price in Cart,12980,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43LS05BAJXZK,1,Passed,Z-VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,101.84999999999991
2024-5-18 0:46:7,,QA43LS03DAJXZK,"43"" Lifestyle Frame LS03D",SKU Price,9980,Passed,,,,SKU Price in Cart,9980,Passed,Trade-Up Discount,100,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA43LS03DAJXZK,1,Passed,Z-VG-SCFA43WTBRU,1,Passed,Z-ARTSTORE6MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,92.79999999999995
2024-5-18 0:47:44,,QA43LS03BAJXZK,43” The Frame LS03B,SKU Price,7980,Passed,,,,SKU Price in Cart,7980,Passed,Trade-Up Discount,100,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA43LS03BAJXZK,1,Passed,Z-HW-S61B/ZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC43SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,84.43999999999983
2024-5-18 0:49:12,,QA43LS01DAJXZK,"43"" Lifestyle Serif LS01D",SKU Price,9980,Passed,,,,SKU Price in Cart,9980,Passed,Trade-Up Discount,100,Passed,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,QA43LS01DAJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,84.59999999999991
2024-5-18 0:50:37,,QA32LS03CBJXZK,"32"" The Frame LS03C",SKU Price,5980,Passed,,,,SKU Price in Cart,5980,Passed,Trade-Up Discount,100,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA32LS03CBJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-ARTSTORE6MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69
2024-5-18 0:51:48,,VG-SCFBS8TK/XY,Ultra Slim Soundbar Skin (Teak),SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8TK/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.77999999999997
2024-5-18 0:52:57,,VG-SCFBS8BW/XY,Ultra Slim Soundbar Skin (Brown),SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.82999999999993
2024-5-18 0:54:3,,HW-S700D/ZK,S-Series HW-S700D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.75999999999999
2024-5-18 0:54:33,,HW-S61D/ZK,S-Series HW-S61D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.809999999999945
2024-5-18 0:55:3,,HW-S61D/ZK,S-Series HW-S61D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.980000000000018
2024-5-18 0:55:34,,HW-Q990D/ZK,Q-series Soundbar HW-Q990D,SKU Price,10490,Passed,,,,SKU Price in Cart,10490,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q990D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.07999999999993
2024-5-18 0:56:41,,HW-Q930D/ZK,Q-series Soundbar HW-Q930D,SKU Price,7990,Passed,,,,SKU Price in Cart,7990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q930D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.8599999999999
2024-5-18 0:57:46,,HW-Q800D/ZK,Q-series Soundbar HW-Q800D,SKU Price,5390,Passed,,,,SKU Price in Cart,5390,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q800D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.15000000000009
2024-5-18 0:58:51,,HW-Q700D/ZK,Q-series Soundbar HW-Q700D,SKU Price,4590,Passed,,,,SKU Price in Cart,4590,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.819999999999936
2024-5-18 0:59:56,,LS55CG970NCXXK,"55"" Odyssey Ark 2<sup>nd</sup> Gen Curved Gaming Monitor (165Hz)",SKU Price,25800,Passed,,,,SKU Price in Cart,25800,Passed,Trade-Up Discount,1200,Passed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,LS55CG970NCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,73.96000000000004
2024-5-18 1:1:13,,LS49CG954SCXXK,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.679999999999836
2024-5-18 1:1:45,,LS34BG850SCXXK,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",SKU Price,8380,Passed,,,,SKU Price in Cart,8380,Passed,Trade-Up Discount,400,Passed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,LS34BG850SCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,73.2199999999998
2024-5-18 1:3:0,,LS32BG850NCXXK,32” Odyssey Neo G8 Mini-LED Curved Gaming Monitor (240Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.65000000000009
2024-5-18 1:3:28,,LS32A700NWCXXK,"32"" A700 UHD 4K Monitor",SKU Price,2580,Passed,,,,SKU Price in Cart,2580,Passed,Trade-Up Discount,20,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS32A700NWCXXK,1,Passed,Z-ITFITPW16BK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.59999999999991
2024-5-18 1:8:4,,VS20C852FTB/SH,1 x  VS20C852FTBSHJet85 Stick VC Midnight Blue,SKU Price,3990,Passed,,,,SKU Price in Cart,3990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20C852FTB/SH,1,Passed,Z-ITFITSD01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,57.57
2024-5-18 1:9:4,,VS20C852CTN/SH,1 x  VS20C852CTNSH Jet85 Stick VC Woody Green1,SKU Price,3490,Passed,,,,SKU Price in Cart,3490,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20C852CTN/SH,1,Passed,Z-ITFITSD01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,59.32
2024-5-18 1:10:6,,VCA-SBTA95/VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.169999999999987
2024-5-18 1:10:34,,QA55QN95CAJXZK,"55"" Neo QLED 4K QN95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.870000000000005
