2024-5-14 0:24:58,ACE-18,QA55QN85DBJXZK,"55"" Neo QLED 4K QN85D",SKU Price,12980,Passed,,,,SKU Price in Cart,12980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55QN85DBJXZK,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.34999999999991
2024-5-14 0:26:9,ACE-19,QA55QN87DAJXZK,"55"" Neo QLED 4K QN87D",SKU Price,14980,Passed,,,,SKU Price in Cart,14980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55QN87DAJXZK,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.45000000000005
2024-5-14 0:27:28,ACE-20,QA55QN90CAJXZK,"55"" Neo QLED 4K QN90C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.37999999999988
2024-5-14 0:28:8,ACE-21,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,17980,Passed,,,,SKU Price in Cart,17980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.22999999999979
2024-5-14 0:29:21,ACE-22,QA55QN95CAJXZK,"55"" Neo QLED 4K QN95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.75
2024-5-14 0:30:3,ACE-23,QA55QN95DAJXZK,"55"" Neo QLED 4K QN95D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55QN95DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.75999999999999
2024-5-14 0:31:16,ACE-24,QA55S90DAJXZK,"55"" OLED S90DA",SKU Price,17980,Passed,,,,SKU Price in Cart,17980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.86000000000013
2024-5-14 0:32:29,ACE-25,QA55S95DAJXZK,"55"" OLED S95D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55S95DAJXZK,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.83999999999992
2024-5-14 0:33:45,ACE-26,QA65LS03DAJXZK,"65"" Lifestyle Frame LS03D",SKU Price,19980,Passed,,,,SKU Price in Cart,19980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65LS03DAJXZK,1,Passed,Z-MOOV24BIT6MONTH,1,Passed,Z-VG-SCFA65WTB,1,Passed,Z-ARTSTORE12MTHS,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,84.50999999999999
2024-5-14 0:35:13,ACE-27,QA65Q60DAJXZK,"65"" QLED Q60D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.409999999999854
2024-5-14 0:35:53,ACE-28,QA65Q70DAJXZK,"65"" QLED Q70D",SKU Price,16980,Passed,,,,SKU Price in Cart,16980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65Q70DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,Z-HW-C450/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.84000000000015
2024-5-14 0:37:10,ACE-29,QA65QN800DJXZK,"65"" Neo QLED 8K QN800D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),43.62000000000012
2024-5-14 0:37:54,ACE-30,QA65QN85CAJXZK,"65"" Neo QLED 4K QN85C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.17000000000007
2024-5-14 0:38:33,ACE-31,QA65QN87DAJXZK,"65"" Neo QLED 4K QN87D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65QN87DAJXZK,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.32999999999993
2024-5-14 0:39:46,ACE-32,QA65QN900DJXZK,"65"" Neo QLED 8K QN900D",SKU Price,42980,Passed,,,,SKU Price in Cart,42980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65QN900DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.75999999999999
2024-5-14 0:40:46,ACE-33,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,29980,Passed,,,,SKU Price in Cart,29980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,60.799999999999955
2024-5-14 0:41:49,ACE-34,QA65S90DAJXZK,"65"" OLED S90DA",SKU Price,24980,Passed,,,,SKU Price in Cart,24980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.61999999999989
2024-5-14 0:43:0,ACE-35,QA65S95DAJXZK,"65"" OLED S95D",SKU Price,29980,Passed,,,,SKU Price in Cart,29980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65S95DAJXZK,1,Passed,Z-HW-S800D/ZK,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,69.2800000000002
2024-5-14 0:44:7,ACE-36,QA75LS03DAJXZK,"75"" Lifestyle Frame LS03D",SKU Price,49980,Passed,,,,SKU Price in Cart,49980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,QA75LS03DAJXZK,1,Passed,Z-GP-TOS921HIL-CTV,1,Passed,Z-VG-SCFA75WTBRU,1,Passed,Z-EF-MS921CYEG-CTV,1,Passed,Z-MOOV24BIT6MONTH,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,Z-ARTSTORE12MTHS,1,Passed,,,,,,,,,,,,,Passed,93.51999999999998
