2024-6-1 0:17:10,S-SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,6974,Passed,Galaxy Credit,,,SKU Price in Cart,6974,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,7,Failed,More - Expected 5 / Actual 7,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-F7310ZYETGY,1,Passed,Z-EP-T6530NBEGGB,2,Passed,Z-ITFITE01,2,Passed,Z-SM-R400NZWATGY,1,Failed,Z-SM-R510NZAAASAMX,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,Failed,187.81999999999994
2024-6-1 1:55:33,S-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4842,Passed,Galaxy Credit,,,SKU Price in Cart,4842,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Failed,More - Expected 3 / Actual 6,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X710NZAATGY,1,Passed,Z-ITFITE01,2,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-EF-DX710UBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,Failed,81.25
2024-6-1 1:56:57,S-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6074,Passed,Galaxy Credit,,,SKU Price in Cart,6074,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Failed,More - Expected 3 / Actual 6,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X810NZAATGY,1,Passed,Z-ITFITE01,2,Passed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-EF-DX810UBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,Failed,99.96
2024-6-1 1:58:40,S-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,Galaxy Credit,,,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Failed,More - Expected 3 / Actual 6,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X910NZAATGY,1,Passed,Z-ITFITE01,2,Passed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-EF-DX910UBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,Failed,91.5
2024-6-1 2:0:20,S-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2870,Passed,Galaxy Credit,,,SKU Price in Cart,2870,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,8,Failed,More - Expected 5 / Actual 8,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X510NLGATGY,1,Passed,Z-ITFITE01,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-ITFITAC09,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITCS9FEGY,1,Passed,,,,,,,Failed,101.83999999999997
2024-6-1 2:2:5,S-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3830,Passed,Galaxy Credit,,,SKU Price in Cart,3830,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,8,Failed,More - Expected 5 / Actual 8,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X610NLGATGY,1,Passed,Z-ITFITE01,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-ITFITAC09,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,Failed,134.88
2024-6-1 2:4:25,S-TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1430,Passed,Galaxy Credit,,,SKU Price in Cart,1430,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Failed,More - Expected 1 / Actual 5,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-X210NDBATGY,1,Passed,Z-ITFITE01,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-ITFITCA9PGY,1,Passed,,,,,,,,,,,,,,,,Failed,73.74000000000001
2024-6-1 2:5:43,S-TAB-07,SM-X306BZGATGY,Galaxy Tab Active 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),45.110000000000014
2024-6-1 2:6:29,S-TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2200,Passed,Galaxy Credit,,,SKU Price in Cart,2200,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,7,Failed,More - Expected 3 / Actual 7,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-P620NZAETGY,1,Passed,Z-ITFITE01,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-ITFITAC09,1,Passed,Z-ITFITBKCS6LGY,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,,,,Failed,95.21999999999991
2024-6-1 2:8:12,S-NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.73000000000002
2024-6-1 2:8:59,S-NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),40.26999999999998
2024-6-1 2:9:37,S-NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,12544,Passed,Galaxy Credit,,,SKU Price in Cart,12544,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,11,Failed,More - Expected 4 / Actual 11,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-P620NZAETGY,1,Failed,NP960XGK-KS5HK,1,Passed,Z-ITFITAC09,2,Passed,Z-ITFITE01,1,Failed,Z-ITFITBKCS6LGY,1,Failed,Z-ITFITEX41,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,Failed,92.52999999999997
2024-6-1 2:11:13,S-NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,11984,Passed,Galaxy Credit,,,SKU Price in Cart,11984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,11,Failed,More - Expected 4 / Actual 11,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-P620NZAETGY,1,Failed,NP940XGK-KS3HK,1,Passed,Z-ITFITAC09,2,Passed,Z-ITFITE01,1,Failed,Z-ITFITBKCS6LGY,1,Failed,Z-ITFITEX41,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,1,Failed,Z-EF-LPUN4PBEGWW,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-ITFITEX43,1,Passed,Failed,106.39999999999998
2024-6-1 2:12:58,S-NPC-05,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,9264,Passed,Galaxy Credit,,,SKU Price in Cart,9264,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,11,Failed,More - Expected 5 / Actual 11,Items in Cart,SM-S9210ZKHTGY,1,Failed,SM-P620NZAETGY,1,Failed,NP750QGK-KS1HK,1,Passed,Z-ITFITAC09,2,Passed,Z-ITFITE01,1,Failed,Z-ITFITBKCS6LGY,1,Failed,Z-ITFITEX41,1,Failed,Z-EP-T6530NBEGGB,1,Failed,Z-SM-R400NZWATGY,2,Passed,Z-EE-P5400USEGWW,1,Passed,Z-EJ-M3400DBEGWW,1,Passed,Z-ITFITEX43,1,Passed,Failed,110.65999999999985
2024-6-1 2:18:21,S-NPC-06,NP750XGK-KA3HK,"Galaxy Book4 15.6""/i7/16GB/512GB",SKU Price,6789,Passed,Galaxy Credit,,,SKU Price in Cart,6789,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP750XGK-KA3HK,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITEX43,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,94.46
2024-6-1 2:20:3,S-NPC-07,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),43.749999999999986
2024-6-1 2:20:44,S-NPC-08,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.01000000000002
2024-6-1 2:21:31,S-NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,17147,Passed,Galaxy Credit,,,SKU Price in Cart,17147,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP960XFH-XA2HK,1,Passed,Z-LS32C390EACXXK,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.62
2024-6-1 2:22:40,S-NPC-10,NP965QFG-KA1HK,"Galaxy Book3 Pro 360, i7/16G/1TB/Shared/5G, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),42.69999999999999
2024-6-1 2:23:27,S-NPC-11,NP960XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/512G/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.24000000000001
2024-6-1 2:24:11,S-NPC-12,NP940XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/1TB/Shared, Graphite",SKU Price,8388,Passed,Galaxy Credit,,,SKU Price in Cart,8388,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP940XFG-KC1HK,1,Passed,Z-LS32C390EACXXK,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,77.75
2024-6-1 2:25:35,S-NPC-13,NP750QFG-KB1HK,"Galaxy Book3 360, 15.6""/i5/16GB/512GB, Silver",SKU Price,7137,Passed,Galaxy Credit,,,SKU Price in Cart,7137,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP750QFG-KB1HK,1,Passed,Z-LS32C390EACXXK,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,98.30000000000001
2024-6-1 19:25:13,S-SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6224,Passed,Galaxy Credit,,,SKU Price in Cart,6224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Failed,More - Expected 4 / Actual 5,Items in Cart,SM-F7310ZEATGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,Failed,80.23
2024-6-1 19:26:29,S-SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,8889,Passed,Galaxy Credit,,,SKU Price in Cart,8889,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Passed,Z-LS32C390EACXXK,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,46.8
2024-6-1 19:27:20,S-SMP-14,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",SKU Price,6449,Passed,Galaxy Credit,,,SKU Price in Cart,6449,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9160ZGGTGY,1,Passed,Z-LS32C390EACXXK,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,48.599999999999994
2024-6-1 19:28:10,S-SMP-15,SM-S9110ZEGTGY,"Galaxy S23 [256], Cream (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.590000000000003
2024-6-1 19:28:37,S-SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,3824,Passed,Galaxy Credit,,,SKU Price in Cart,3824,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-S7110LGGTGY,1,Passed,Z-ITFITPW03,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-EF-QS711CTEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,24.590000000000003
2024-6-1 19:31:38,S-SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6224,Passed,Galaxy Credit,,,SKU Price in Cart,6224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Failed,More - Expected 4 / Actual 5,Items in Cart,SM-F7310ZEATGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Failed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,Failed,138.72
2024-6-1 19:34:0,S-SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,8889,Passed,Galaxy Credit,,,SKU Price in Cart,8889,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Passed,Z-ITFITPW03,1,Passed,Z-LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.25999999999999
2024-6-1 19:35:0,S-SMP-14,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",SKU Price,6449,Passed,Galaxy Credit,,,SKU Price in Cart,6449,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9160ZGGTGY,1,Passed,Z-ITFITPW03,1,Passed,Z-LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.43000000000001
2024-6-1 19:35:58,S-SMP-15,SM-S9110ZEGTGY,"Galaxy S23 [256], Cream (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),21.230000000000018
2024-6-1 19:36:21,S-SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,3824,Passed,Galaxy Credit,,,SKU Price in Cart,3824,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-S7110LGGTGY,1,Passed,Z-ITFITPW03,1,Passed,Z-EF-QS711CTEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITFITAC09,1,Passed,,,,,,,,,,,,,,,,,,,Passed,73.90000000000003
2024-6-1 19:42:9,S-SMP-17,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,2803,Passed,Galaxy Credit,,,SKU Price in Cart,2803,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-EF-ZA556CBEGWW,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITPW08BE,1,Passed,,,,,,,,,,,,,,,,Passed
2024-6-1 19:44:33,S-SMP-18,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,SKU Price,2293,Passed,Galaxy Credit,,,SKU Price in Cart,2293,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-A3560ZKDTGY,1,Passed,Z-EF-QA356CTEGWW,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITAC09,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITPW08BE,1,Passed,,,,,,,,,,,,,,,,Passed,81.08000000000001
2024-6-1 19:46:0,S-SMP-19,SM-A2360LBWTGY,"Galaxy A23 5G, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),34.50000000000003
2024-6-1 19:46:36,S-SMP-20,SM-M346BDBPTGY,"Galaxy M34 5G, Dark Blue",SKU Price,2068,Passed,Galaxy Credit,,,SKU Price in Cart,2068,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-M346BDBPTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.25999999999999
2024-6-1 19:47:43,S-SMP-21,SM-A146PZKDTGY,"Galaxy A14 5G, 4GB + 64GB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.69999999999999
2024-6-1 19:48:13,S-SMP-22,SM-A1560ZKGTGY,"Galaxy A15 5G, Blue Black",SKU Price,1402,Passed,Galaxy Credit,,,SKU Price in Cart,1402,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-A1560ZKGTGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.69999999999999
2024-6-1 19:49:24,S-SMP-23,SM-A2560ZKDTGY,"Galaxy A25 5G, Black",SKU Price,1751,Passed,Galaxy Credit,,,SKU Price in Cart,1751,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-A2560ZKDTGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.29999999999995
2024-6-1 19:50:34,S-SMP-24,SM-R900NZAATGY,"Galaxy Watch5 40mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.05000000000001
2024-6-1 19:51:5,S-SMP-25,SM-R910NZAATGY,"Galaxy Watch5 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.219999999999914
2024-6-1 20:0:32,S-SMP-26,SM-R920NZTATGY,"Galaxy Watch5 Pro 45mm (BT), Gray Titanium",SKU Price,1799,Passed,Galaxy Credit,,,SKU Price in Cart,1799,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R920NZTATGY,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.089999999999996
2024-6-1 20:1:37,S-SMP-27,SM-R390NZAATGY,Galaxy Fit3,SKU Price,438,Passed,Galaxy Credit,,,SKU Price in Cart,438,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-R390NZAATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.24000000000001
2024-6-1 20:2:49,S-SMP-28,SM-R510NZAAASA,"Galaxy Buds2 Pro, Graphite",SKU Price,1079,Passed,Galaxy Credit,,,SKU Price in Cart,1079,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 1 / Actual 0,Items in Cart,SM-R510NZAAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,69.77000000000001
2024-6-1 20:3:58,S-SMP-29,SM-R930NZEATGY,"Galaxy Watch6 40mm (BT), Gold",SKU Price,1559,Passed,Galaxy Credit,,,SKU Price in Cart,1559,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R930NZEATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.70000000000002
2024-6-1 20:5:4,S-SMP-30,SM-R935FZEATGY,"Galaxy Watch6 40mm (LTE), Gold",SKU Price,1799,Passed,Galaxy Credit,,,SKU Price in Cart,1799,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R935FZEATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.81999999999999
2024-6-1 20:6:9,S-SMP-31,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",SKU Price,1679,Passed,Galaxy Credit,,,SKU Price in Cart,1679,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R940NZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.51999999999998
2024-6-1 20:7:20,S-SMP-32,SM-R945FZKATGY,"Galaxy Watch6 44mm (LTE), Graphite",SKU Price,1919,Passed,Galaxy Credit,,,SKU Price in Cart,1919,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R945FZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.120000000000005
