2024-7-19 1:2:16,5,S-SMP-01,SM-S9280ZYPTGY,"Galaxy S24 Ultra, 1TB, Titanium Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.86
2024-7-19 2:9:27,26,S-SMP-22,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,3824,Passed,Galaxy Credit,,,SKU Price in Cart,3824,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,7,Failed,More - Expected 4 / Actual 7,Items in Cart,SM-A3560LVGTGY,1,Failed,SM-S7110LGGTGY,1,Passed,Z-EB-P3400XUEGWW,1,Failed,Z-ITFITT10WE,1,Failed,Z-EF-QS711CTEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,Failed,60.12
2024-7-19 2:10:24,27,S-SMP-23,SM-A5560LBDTGY,Galaxy A55 5G 12GB 256GB Awesome Iceblue,SKU Price,2958,Passed,Galaxy Credit,,,SKU Price in Cart,2958,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-A3560LVGTGY,1,Failed,SM-A5560LBDTGY,1,Passed,Z-EB-P3400XUEGWW,2,Passed,Z-ITFITT10WE,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,47.89999999999999
2024-7-19 2:12:0,29,S-SMP-25,SM-A3560LVGTGY,Galaxy A35 5G 8GB 256GB Awesome Lilac,SKU Price,2398,Passed,Galaxy Credit,,,SKU Price in Cart,2398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-A3560LVGTGY,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,41.68
2024-7-19 2:12:46,30,S-SMP-26,SM-A3560LBGTGY,Galaxy A35 5G 8GB 256GB Awesome Iceblue,SKU Price,2398,Passed,Galaxy Credit,,,SKU Price in Cart,2398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-A3560LBGTGY,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,43.699999999999996
2024-7-19 2:13:52,60,S-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4590,Passed,Galaxy Credit,,,SKU Price in Cart,4590,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EF-DX710UBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,52.400000000000006
2024-7-19 2:14:47,61,S-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,5758,Passed,Galaxy Credit,,,SKU Price in Cart,5758,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-DX810UBEGWW,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,46.130000000000024
2024-7-19 2:15:30,62,S-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,Galaxy Credit,,,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EF-DX910UBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,43.880000000000024
2024-7-19 2:16:18,63,S-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2691,Passed,Galaxy Credit,,,SKU Price in Cart,2691,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITCS9FEGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.39999999999998
2024-7-19 2:17:4,64,S-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3591,Passed,Galaxy Credit,,,SKU Price in Cart,3591,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITAC13-M,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,48.56999999999999
2024-7-19 2:18:5,74,S-NPC-07,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.860000000000014
2024-7-19 2:18:33,75,S-NPC-08,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",SKU Price,10542,Passed,Galaxy Credit,,,SKU Price in Cart,10542,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 3 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,Failed,57.839999999999975
2024-7-19 2:23:43,75,S-NPC-08,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",SKU Price,10542,Passed,Galaxy Credit,,,SKU Price in Cart,10542,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP940XMA-KB1HK,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,Z-ITFITEX43,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.38
