2024-5-18 1:32:16,EU-19,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,17980,Passed,,,,SKU Price in Cart,17980,Passed,Trade-Up Discount,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,79.46000000000004
2024-5-18 1:33:38,EU-18,QA55QN95DAJXZK,"55"" Neo QLED 4K QN95D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,1000,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55QN95DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,82.73000000000002
2024-5-18 1:35:4,EU-17,QA55S90DAJXZK,"55"" OLED S90DA",SKU Price,17980,Passed,,,,SKU Price in Cart,17980,Passed,Trade-Up Discount,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55S90DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B05FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,83.62000000000012
2024-5-18 1:36:30,EU-16,QA55S95DAJXZK,"55"" OLED S95D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,1000,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55S95DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,79.89999999999986
2024-5-18 1:37:56,EU-15,QA65LS03DAJXZK,"65"" Lifestyle Frame LS03D",SKU Price,19980,Passed,,,,SKU Price in Cart,19980,Passed,Trade-Up Discount,1000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA65LS03DAJXZK,1,Passed,Z-VG-SCFA65WTB,1,Passed,Z-HW-S801B/ZK,1,Passed,Z-MOOV24BIT6MONTH,1,Passed,Z-ARTSTORE12MTHS,1,Passed,,,,,,,,,,,,,,,,,,,Passed,88.57000000000016
2024-5-18 1:39:25,EU-14,QA65QN800DJXZK,"65"" Neo QLED 8K QN800D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.99000000000001
2024-5-18 1:40:7,EU-13,QA65QN87DAJXZK,"65"" Neo QLED 4K QN87D",SKU Price,20980,Passed,,,,SKU Price in Cart,20980,Passed,Trade-Up Discount,1200,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN87DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,84.15999999999985
2024-5-18 1:41:27,EU-12,QA65QN900DJXZK,"65"" Neo QLED 8K QN900D",SKU Price,42980,Passed,,,,SKU Price in Cart,42980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN900DJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,83.30999999999995
2024-5-18 1:42:54,EU-11,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,29980,Passed,,,,SKU Price in Cart,29980,Passed,Trade-Up Discount,1500,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,Passed,138.54999999999995
2024-5-18 1:45:15,EU-10,QA65S90DAJXZK,"65"" OLED S90DA",SKU Price,24980,Passed,,,,SKU Price in Cart,24980,Passed,Trade-Up Discount,1200,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA65S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-UEFAEURO2024,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,88.8900000000001
2024-5-18 1:46:46,EU-09,QA65S95DAJXZK,"65"" OLED S95D",SKU Price,29980,Passed,,,,SKU Price in Cart,29980,Passed,Trade-Up Discount,1600,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA65S95DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,Passed,92.43999999999983
2024-5-18 1:48:23,EU-08,QA75LS03DAJXZK,"75"" Lifestyle Frame LS03D",SKU Price,49980,Passed,,,,SKU Price in Cart,49980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,10,Failed,More - Expected 6 / Actual 10,Items in Cart,QA65S95DAJXZK,1,Failed,QA75LS03DAJXZK,1,Passed,Z-VG-SCFA75WTBRU,1,Passed,Z-HW-S800B/ZK,1,Failed,Z-QA32LS03CBJXZK,2,Passed,Z-UEFAEURO2024,1,Failed,Z-HW-S801B/ZK,1,Passed,Z-WMN-B16FB/XY,1,Failed,Z-VG-SCFC32SGMXY,2,Passed,Z-MOOV24BIT6MONTH,1,Passed,Z-ARTSTORE12MTHS,1,Passed,Failed,133.79999999999995
2024-5-18 1:50:38,EU-07,QA75QN800DJXZK,"75"" Neo QLED 8K QN800D",SKU Price,72980,Passed,,,,SKU Price in Cart,72980,Passed,Trade-Up Discount,4000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75QN800DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,88.32000000000016
2024-5-18 1:52:9,EU-06,QA75QN900DJXZK,"75"" Neo QLED 8K QN900D",SKU Price,79980,Passed,,,,SKU Price in Cart,79980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA75QN900DJXZK,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,87.51000000000022
2024-5-18 1:53:40,EU-05,QA77S90DAEXZK,"77"" OLED S90DAE",SKU Price,53980,Passed,,,,SKU Price in Cart,53980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA77S90DAEXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,86.42999999999984
2024-5-18 1:55:8,EU-04,QA77S95DAJXZK,"77"" OLED S95D",SKU Price,69980,Passed,,,,SKU Price in Cart,69980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA77S95DAJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,Passed,151.1500000000001
2024-5-18 1:57:41,EU-03,QA83S90DAEXZK,"83"" OLED S90DAE",SKU Price,85480,Passed,,,,SKU Price in Cart,85480,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA83S90DAEXZK,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,78.65999999999985
2024-5-18 1:59:3,EU-02,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",SKU Price,119980,Passed,,,,SKU Price in Cart,119980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA85QN900DJXZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-WMN-B30FB/RU,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-HW-Q930D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,Passed,96.17999999999984
2024-5-18 2:0:43,EU-01,QA98QN90DAJXZK,"98"" Neo QLED 4K QN90D",SKU Price,129980,Passed,,,,SKU Price in Cart,129980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA98QN90DAJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,Z-UEFAEURO2024,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,Passed,96.31999999999971
2024-5-18 7:13:53,EU-08,QA75LS03DAJXZK,"75"" Lifestyle Frame LS03D",SKU Price,49980,Passed,,,,SKU Price in Cart,49980,Passed,Trade-Up Discount,2000,Passed,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,QA75LS03DAJXZK,1,Passed,Z-VG-SCFA75WTBRU,1,Passed,Z-QA32LS03CBJXZK,1,Passed,Z-HW-S801B/ZK,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-MOOV24BIT6MONTH,1,Passed,Z-ARTSTORE12MTHS,1,Passed,,,,,,,,,,,,,Passed,101.31
2024-5-18 7:16:51,EU-27,HW-S800D/ZK,S-Series HW-S800D Soundbar,SKU Price,3990,Passed,,,,SKU Price in Cart,3990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,HW-S800D/ZK,1,Passed,Z-VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.22
2024-5-18 7:25:2,TU-43,WD10T754DBH/SH,"WD10T754DBH AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 10.5/7kg, 1400rpm",SKU Price,5590,Passed,,,,SKU Price in Cart,5590,Passed,Trade-Up Discount,200,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD10T754DBH/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.28
2024-5-18 7:26:12,TU-35,WW70T3020BW/SH,"WW70T3020BW/SH Slim440 Digital Inverter Front Load Washing Machine 7kg, 1200rpm",SKU Price,3190,Passed,,,,SKU Price in Cart,3190,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,WW70T3020BW/SH,1,Passed,Z-ITFITAC05BE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.82
2024-5-18 7:27:24,TU-28,VS20B95843W/SH,1 x VS20B95843WSH Bespoke Jet Plus 210W Misty White,SKU Price,5590,Passed,,,,SKU Price in Cart,5590,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20B95843W/SH,1,Passed,Z-VCA-ADB952,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,77.75
2024-5-18 7:28:44,TU-27,VS20B958F3N/SP,1 x VS20B958F3NSP Bespoke Jet Plus 210W Woody Green,SKU Price,5590,Passed,,,,SKU Price in Cart,5590,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20B958F3N/SP,1,Passed,Z-VCA-ADB952,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,74.53999999999999
2024-5-18 7:30:1,TU-26,VS20B95993B/SH,1 x VS20B95993BSH Bespoke Jet Plus 210W Midnight Blue,SKU Price,6990,Passed,,,,SKU Price in Cart,6990,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 4 / Actual 0,Items in Cart,VS20B95993B/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,75.33000000000004
2024-5-18 7:31:18,TU-20,RB30N4180B1/SH,RB30N4180B1/SH 2 door Refrigerator 284L Black Nickel,SKU Price,4190,Passed,,,,SKU Price in Cart,4190,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB30N4180B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.94999999999999
2024-5-18 7:32:29,TU-07,RT22M4033S9/SH,RT22M4033S9/SH 2 door Refrigerator 234L Refined Inox,SKU Price,2890,Passed,,,,SKU Price in Cart,2890,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT22M4033S9/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.82999999999998
2024-5-18 7:44:14,TU-28,VS20B95843W/SH,1 x VS20B95843WSH Bespoke Jet Plus 210W Misty White,SKU Price,5590,Passed,,,,SKU Price in Cart,5590,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20B95843W/SH,1,Passed,Z-VCA-ADB952,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,79.5
2024-5-18 7:45:36,TU-27,VS20B958F3N/SP,1 x VS20B958F3NSP Bespoke Jet Plus 210W Woody Green,SKU Price,5590,Passed,,,,SKU Price in Cart,5590,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,VS20B958F3N/SP,1,Passed,Z-VCA-ADB952,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,78.85999999999999
2024-5-18 7:46:57,TU-26,VS20B95993B/SH,1 x VS20B95993BSH Bespoke Jet Plus 210W Midnight Blue,SKU Price,6990,Passed,,,,SKU Price in Cart,6990,Failed,Trade-Up Discount,0,Failed,SC Plus Price,,,Premium Count,0,Failed,Less - Expected 4 / Actual 0,Items in Cart,VS20B95993B/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,74.78
2024-5-18 7:48:13,TU-20,RB30N4180B1/SH,RB30N4180B1/SH 2 door Refrigerator 284L Black Nickel,SKU Price,4190,Passed,,,,SKU Price in Cart,4190,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB30N4180B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.02000000000001
