2024-5-31 1:21:59,S-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2870,Passed,SKU Price in Cart,2870,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITT10WE,1,Failed,Z-ITFITAC09,1,Passed,Z-ITFITCS9FEGY,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,,,,,,,,,,,,,Failed,139.51000000000022
2024-5-31 1:24:35,S-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3830,Passed,SKU Price in Cart,3830,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITT10WE,1,Failed,Z-ITFITAC09,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,,,,,,,,,,,,,Failed,178.84000000000015
2024-5-31 1:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),49.970000000000255
2024-5-31 1:28:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.48000000000002
2024-5-31 1:29:4,S-TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2200,Passed,SKU Price in Cart,2200,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-P620NZAETGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITBKCS6LGY,1,Passed,Z-ITFITEX41,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,82.91000000000031
2024-5-31 1:30:35,S-NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,19984,Passed,SKU Price in Cart,19984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITAC09,1,Passed,Z-GAMEPASSULT3MMX,1,Passed,Z-XBOXCTRLGDSP,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,,,,,,,,,,,,,,,,Passed,117.72000000000025
2024-5-31 1:32:32,S-NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",SKU Price,13584,Passed,SKU Price in Cart,13584,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960QGK-KS3HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITAC09,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,87.76999999999953
2024-5-31 1:34:5,S-NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,12544,Passed,SKU Price in Cart,12544,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960XGK-KS5HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITAC09,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,76.42999999999938
2024-5-31 1:35:24,S-NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,11984,Passed,SKU Price in Cart,11984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP940XGK-KS3HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITAC09,1,Passed,Z-EF-LPUN4PBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,95.13999999999942
2024-5-31 1:37:3,S-NPC-05,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,9264,Passed,SKU Price in Cart,9264,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,NP750QGK-KS1HK,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITEX43,1,Passed,Z-EE-P5400USEGWW,1,Passed,Z-EJ-M3400DBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,Passed,83.40000000000055
2024-5-31 1:38:28,S-NPC-06,NP750XGK-KA3HK,"Galaxy Book4 15.6""/i7/16GB/512GB",SKU Price,6789,Passed,SKU Price in Cart,6789,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP750XGK-KA3HK,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITEX43,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,61.32999999999993
2024-5-31 1:39:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),46.73000000000047
